age,region,login_count_30d,total_spend,complaint_count,membership_level,tenure_months,churn
21,east,17.0,861.51,0,gold,6,0
43,north,16.0,607.64,0,gold,18,0
60,east,8.0,1136.59,1,basic,9,0
21,east,9.0,326.91,1,basic,61,1
67,east,14.0,1087.65,1,gold,38,0
22,north,9.0,303.03,0,basic,55,0
22,east,14.0,1099.63,3,basic,7,0
56,north,7.0,812.42,0,basic,15,0
24,east,17.0,614.71,0,basic,27,0
32,east,7.0,480.88,0,silver,20,1
52,east,7.0,747.77,0,platinum,23,0
39,north,12.0,1067.67,0,platinum,15,0
56,east,12.0,579.76,1,silver,48,1
51,south,10.0,534.35,1,silver,52,0
61,north,15.0,729.26,2,gold,26,1
24,west,11.0,541.9,0,basic,4,0
54,east,10.0,857.01,0,platinum,55,0
65,east,9.0,455.24,0,platinum,50,0
67,south,10.0,520.49,0,basic,32,1
63,north,10.0,1422.17,1,basic,34,0
46,south,13.0,689.61,1,gold,66,0
32,south,5.0,718.94,1,gold,54,0
62,south,18.0,439.63,0,gold,13,0
20,south,17.0,222.0,0,silver,12,0
75,east,12.0,528.84,1,gold,8,1
66,south,17.0,728.01,2,gold,71,0
75,south,9.0,663.94,2,silver,40,1
29,east,13.0,282.61,1,silver,61,0
28,north,10.0,683.89,1,basic,36,0
47,north,9.0,,0,basic,69,0
30,north,11.0,808.07,3,basic,34,0
74,east,7.0,533.49,0,basic,20,1
27,west,14.0,664.15,2,platinum,53,1
43,north,12.0,626.73,0,basic,70,0
34,south,15.0,500.56,2,platinum,27,0
29,east,13.0,956.99,2,basic,37,0
39,south,12.0,209.65,1,silver,32,1
40,south,20.0,373.54,0,gold,10,0
53,east,10.0,1164.2,0,basic,25,0
38,north,13.0,797.23,1,silver,8,0
31,east,15.0,319.4,0,gold,56,0
60,east,7.0,628.7,2,gold,12,1
36,north,14.0,605.01,2,basic,53,1
48,west,7.0,777.68,0,silver,35,0
74,south,14.0,204.31,0,basic,53,0
34,north,9.0,1190.45,0,silver,70,0
63,east,11.0,508.12,0,gold,41,0
74,north,10.0,858.75,3,silver,11,1
40,south,11.0,596.0,0,gold,52,0
40,west,16.0,859.25,0,silver,3,0
37,east,9.0,886.35,1,gold,68,0
24,east,18.0,1006.83,0,basic,65,0
56,west,10.0,1247.46,0,gold,69,0
30,south,15.0,555.01,0,platinum,46,0
21,east,14.0,646.93,1,basic,56,0
54,east,12.0,1869.59,0,silver,33,0
33,north,10.0,746.85,0,silver,43,0
51,south,10.0,1047.11,0,basic,40,1
74,north,18.0,614.52,1,platinum,53,0
54,west,15.0,1455.72,1,gold,49,0
53,south,8.0,586.14,0,gold,37,0
69,south,8.0,672.31,1,silver,21,0
30,,14.0,460.07,0,gold,70,0
71,east,10.0,699.7,0,gold,45,0
20,east,12.0,438.92,0,basic,35,0
41,south,8.0,961.84,0,silver,14,0
56,west,12.0,914.73,2,gold,2,0
41,south,9.0,69.66,0,basic,55,0
23,east,11.0,494.4,1,silver,64,0
74,north,13.0,338.33,1,basic,5,0
51,north,15.0,1044.96,0,basic,50,0
32,north,13.0,524.75,1,basic,55,0
58,north,15.0,569.0,1,basic,6,1
36,south,8.0,749.25,1,gold,1,0
44,south,12.0,514.87,0,gold,64,0
55,north,11.0,664.93,0,gold,62,0
24,east,13.0,535.21,1,silver,10,0
54,north,10.0,267.69,0,silver,65,0
31,north,11.0,,1,gold,25,0
19,south,12.0,785.72,3,platinum,19,0
58,south,12.0,428.03,3,gold,58,0
64,east,16.0,458.05,2,basic,4,1
27,east,6.0,623.38,1,basic,42,1
30,east,6.0,353.32,1,basic,14,1
40,south,15.0,355.51,0,gold,31,1
43,south,12.0,,3,silver,47,0
72,west,9.0,440.08,0,gold,29,0
62,west,13.0,369.7,0,silver,28,1
30,east,8.0,563.9,0,silver,27,0
32,south,17.0,369.21,0,silver,62,0
31,east,8.0,891.21,0,platinum,61,0
74,west,8.0,573.08,4,platinum,47,0
41,east,10.0,388.81,0,basic,18,0
40,east,14.0,800.09,1,silver,43,0
23,east,4.0,1298.22,1,gold,37,0
68,east,12.0,727.86,0,gold,1,0
65,west,16.0,1252.05,0,silver,44,0
35,east,10.0,1910.16,0,gold,22,0
28,west,12.0,853.13,0,basic,50,0
53,west,19.0,398.82,1,gold,37,0
23,east,9.0,335.6,2,basic,17,1
61,west,16.0,759.84,1,basic,30,1
31,east,5.0,856.32,3,silver,33,1
29,north,17.0,741.06,1,platinum,39,0
46,east,8.0,2123.42,0,platinum,4,0
42,north,16.0,390.08,1,silver,58,0
37,north,10.0,249.91,0,silver,9,0
49,south,11.0,372.04,0,platinum,20,0
19,east,11.0,499.11,1,basic,11,1
56,north,22.0,429.25,0,gold,34,0
50,east,15.0,753.34,2,platinum,67,0
31,north,11.0,1149.01,1,basic,13,0
44,south,9.0,1279.53,1,silver,41,0
50,north,16.0,761.75,0,basic,30,0
64,west,14.0,548.77,2,basic,48,0
39,west,9.0,285.64,1,silver,34,1
48,south,,884.12,0,silver,6,0
69,south,16.0,751.68,1,silver,61,0
22,north,7.0,551.7,0,silver,1,0
46,west,15.0,440.53,0,basic,9,0
32,north,12.0,742.5,1,platinum,41,0
40,north,11.0,861.72,1,gold,72,0
70,north,19.0,1174.92,0,gold,15,0
20,east,10.0,521.23,2,platinum,26,0
19,west,6.0,773.8,1,basic,69,0
44,east,16.0,793.42,0,basic,71,0
62,west,12.0,204.97,2,basic,57,1
25,east,3.0,552.02,1,basic,3,1
37,north,10.0,951.69,1,gold,13,0
43,south,7.0,739.88,0,platinum,36,0
56,east,13.0,1186.69,2,silver,11,0
48,south,6.0,891.17,1,silver,71,0
50,north,11.0,238.51,0,silver,5,1
63,south,11.0,217.53,0,basic,44,1
31,north,8.0,852.04,1,gold,16,0
40,east,12.0,674.66,2,platinum,58,0
58,south,16.0,716.38,1,silver,26,0
21,east,5.0,437.52,0,gold,62,0
67,north,15.0,778.84,1,basic,69,0
55,west,13.0,1582.54,1,gold,35,0
20,west,17.0,303.46,0,basic,38,0
34,north,8.0,473.28,0,basic,52,0
40,east,14.0,301.82,0,basic,23,1
63,north,16.0,226.72,2,gold,60,0
31,south,21.0,302.65,3,platinum,48,0
41,east,14.0,670.92,0,basic,16,1
50,north,13.0,716.76,1,basic,62,0
72,north,11.0,1129.1,1,basic,12,0
24,south,14.0,1097.4,0,silver,7,0
21,east,17.0,746.4,1,basic,14,1
21,north,14.0,319.07,0,basic,36,0
62,south,7.0,587.23,1,platinum,16,0
61,north,12.0,776.1,1,silver,11,0
47,east,9.0,315.26,0,platinum,50,0
57,west,15.0,365.0,3,silver,66,1
38,north,12.0,496.78,0,silver,18,0
56,north,13.0,338.37,1,silver,7,1
62,,12.0,939.5,1,basic,14,0
36,north,10.0,1464.32,0,silver,20,0
46,west,7.0,873.46,0,gold,35,0
40,east,12.0,1138.42,0,silver,4,0
47,south,9.0,189.87,2,silver,7,1
57,north,13.0,998.16,1,basic,6,0
36,north,12.0,864.43,1,gold,12,0
73,east,11.0,803.91,1,silver,26,0
65,west,15.0,345.75,1,basic,63,0
24,north,8.0,947.93,1,gold,9,0
44,west,18.0,501.05,0,basic,17,0
52,north,10.0,553.11,0,basic,50,0
33,north,17.0,1182.23,0,gold,2,0
46,east,,1442.7,0,silver,9,0
24,west,12.0,666.15,1,silver,60,0
18,north,11.0,583.33,3,gold,31,1
20,east,10.0,1063.64,1,silver,61,0
25,south,15.0,255.02,0,gold,71,0
58,south,11.0,370.16,3,silver,43,1
65,south,9.0,471.73,0,basic,59,0
37,north,10.0,404.03,0,gold,12,0
55,east,12.0,868.77,0,gold,14,0
75,north,14.0,934.33,0,basic,35,0
21,north,16.0,642.59,2,basic,71,0
45,south,10.0,561.0,2,basic,33,0
64,east,14.0,248.14,1,gold,15,1
32,west,9.0,866.12,0,basic,43,0
73,south,10.0,409.56,1,basic,25,0
66,west,10.0,1159.99,1,platinum,72,0
42,north,11.0,696.27,0,silver,11,0
30,east,10.0,356.53,2,gold,23,1
38,north,14.0,749.35,1,silver,49,0
22,north,16.0,968.95,1,silver,56,0
72,north,11.0,,1,platinum,1,1
36,north,14.0,931.26,1,basic,68,0
70,east,13.0,1411.36,0,gold,1,0
74,west,7.0,593.28,1,platinum,11,0
25,west,13.0,583.49,1,gold,38,0
54,west,12.0,1062.53,0,basic,54,0
63,north,9.0,1066.37,0,gold,61,0
40,south,14.0,1001.86,1,silver,41,0
46,west,14.0,,1,basic,24,0
70,east,14.0,843.33,1,basic,59,0
24,west,9.0,829.08,1,silver,36,0
23,east,8.0,765.76,2,silver,11,1
44,south,13.0,806.64,0,basic,32,0
72,south,10.0,656.33,1,basic,12,1
23,south,12.0,1241.73,1,silver,44,0
56,north,11.0,1674.8,1,gold,56,0
71,south,5.0,942.66,1,platinum,36,0
54,south,16.0,544.09,2,basic,36,0
73,north,15.0,444.77,1,gold,43,1
30,north,8.0,1164.01,1,silver,8,0
58,south,5.0,469.03,0,silver,45,0
68,south,17.0,1122.87,1,platinum,25,0
35,east,8.0,493.72,0,platinum,65,0
37,north,8.0,721.75,1,gold,62,0
46,west,,687.77,1,silver,3,0
50,north,7.0,2125.97,1,silver,64,0
75,north,9.0,1221.44,0,gold,37,0
32,east,11.0,827.06,0,silver,18,0
54,north,10.0,337.36,2,platinum,8,1
18,north,24.0,499.73,1,basic,22,0
27,north,15.0,824.49,0,basic,24,0
38,west,10.0,574.66,0,basic,47,1
23,east,12.0,327.18,2,platinum,59,0
60,east,7.0,103.01,2,silver,44,1
44,west,12.0,217.99,0,gold,43,0
22,east,13.0,317.6,0,gold,12,0
49,north,11.0,853.14,1,basic,66,0
39,west,6.0,478.51,2,gold,22,1
62,west,19.0,,0,gold,61,0
56,west,18.0,1147.61,1,basic,30,0
60,south,13.0,666.15,1,platinum,38,0
58,east,10.0,1402.05,1,silver,28,0
29,west,11.0,286.43,1,gold,21,1
29,south,13.0,1359.01,1,basic,6,0
60,west,11.0,819.44,1,silver,66,0
53,east,8.0,1542.56,0,gold,7,0
74,north,13.0,319.44,2,basic,59,1
63,west,8.0,559.87,0,platinum,3,1
36,south,11.0,609.13,2,gold,66,0
53,east,9.0,290.6,0,gold,28,0
70,south,7.0,684.96,1,basic,27,0
75,east,10.0,320.71,0,platinum,72,0
35,east,6.0,480.78,2,basic,47,1
51,south,15.0,839.51,1,basic,1,0
72,north,12.0,877.48,1,platinum,33,0
71,north,7.0,701.62,0,gold,33,0
45,north,10.0,587.81,1,gold,27,0
73,east,12.0,193.8,0,silver,62,0
59,south,6.0,373.49,1,platinum,33,1
26,,6.0,899.5,0,basic,7,0
70,south,13.0,135.83,0,silver,34,0
20,south,12.0,691.97,0,basic,35,0
62,west,17.0,468.55,1,basic,61,0
53,south,13.0,258.69,1,basic,6,1
35,east,16.0,831.15,0,gold,8,0
38,east,9.0,1288.31,0,silver,5,0
39,east,18.0,708.86,1,basic,59,0
73,west,12.0,630.45,4,silver,42,1
19,north,14.0,1176.33,0,basic,22,0
39,south,12.0,473.6,0,basic,11,0
22,south,17.0,474.13,1,gold,23,0
59,south,4.0,570.69,0,silver,35,0
45,south,11.0,1591.56,1,silver,38,0
49,north,10.0,851.46,1,silver,2,0
24,east,8.0,306.9,1,basic,39,0
73,north,7.0,431.65,1,silver,55,1
20,east,13.0,1092.28,1,gold,52,0
47,west,12.0,1125.06,1,silver,72,0
20,west,10.0,1200.18,0,silver,51,0
58,north,9.0,550.26,1,basic,22,0
64,west,9.0,557.12,1,basic,14,0
59,east,12.0,522.47,2,platinum,9,0
24,west,9.0,860.85,1,basic,59,0
27,north,13.0,555.69,0,platinum,68,0
31,east,18.0,663.5,0,platinum,15,0
60,north,6.0,505.05,1,silver,43,1
36,south,14.0,761.92,1,basic,63,0
29,south,12.0,515.82,0,basic,13,1
19,west,11.0,910.06,0,basic,72,0
22,south,19.0,435.21,0,basic,71,0
53,north,16.0,363.25,1,silver,17,1
61,east,9.0,579.73,0,silver,46,0
58,south,13.0,292.27,0,silver,24,0
72,south,9.0,1873.2,2,basic,33,0
21,south,8.0,621.06,0,gold,23,0
54,east,14.0,405.87,2,silver,35,0
54,south,13.0,499.45,1,silver,30,1
42,west,18.0,534.07,2,basic,2,0
37,east,11.0,818.37,2,gold,23,0
38,east,9.0,531.53,1,gold,8,1
70,north,8.0,,1,basic,65,1
31,east,12.0,1072.12,0,silver,34,0
60,east,12.0,629.99,0,silver,47,0
65,east,13.0,404.41,1,silver,51,0
54,east,11.0,1157.76,1,silver,65,0
44,south,17.0,64.44,0,basic,59,0
75,north,15.0,1573.02,2,basic,47,0
61,east,12.0,237.46,2,silver,7,1
38,north,19.0,170.52,2,gold,34,1
36,south,11.0,843.59,1,basic,25,0
20,south,11.0,783.26,0,gold,55,0
59,east,11.0,1471.22,1,basic,18,0
53,east,14.0,767.84,0,silver,41,0
26,south,10.0,,0,basic,13,0
37,south,14.0,346.72,0,basic,58,0
39,east,17.0,580.49,2,silver,26,1
54,east,17.0,889.08,1,platinum,60,0
30,west,14.0,659.08,1,basic,42,0
74,north,13.0,697.6,2,basic,35,0
65,west,,635.42,1,silver,21,1
19,west,10.0,634.85,0,basic,27,0
69,south,12.0,869.9,3,silver,62,0
75,east,7.0,957.94,1,gold,19,0
34,west,10.0,709.02,0,basic,70,0
20,west,15.0,533.49,4,gold,7,1
25,north,19.0,780.71,0,platinum,19,0
20,west,15.0,746.1,0,basic,57,0
74,east,8.0,102.03,2,silver,23,1
31,south,26.0,1309.99,0,silver,72,0
65,south,14.0,328.6,0,silver,28,0
50,north,12.0,707.88,0,gold,70,0
39,north,18.0,1302.68,3,basic,52,0
28,east,10.0,422.71,0,basic,35,0
45,north,15.0,443.03,1,silver,43,0
58,east,11.0,688.01,0,basic,41,0
24,north,13.0,637.24,0,basic,72,0
57,east,4.0,1002.79,0,silver,53,0
62,east,8.0,405.05,0,basic,43,1
69,south,11.0,946.84,1,basic,32,0
72,west,11.0,621.14,0,silver,48,0
36,east,15.0,1174.5,2,basic,23,0
19,north,8.0,544.38,0,basic,41,0
33,east,13.0,485.42,1,silver,68,0
66,east,12.0,546.93,1,silver,29,0
52,east,12.0,669.28,4,basic,16,1
62,east,13.0,1920.74,1,basic,53,0
26,north,13.0,565.23,0,basic,65,0
35,east,14.0,1232.81,0,basic,41,1
50,south,7.0,1880.66,1,silver,62,0
64,north,9.0,1045.32,2,platinum,56,0
72,west,9.0,650.48,2,gold,27,1
73,east,11.0,409.98,2,gold,44,0
30,east,14.0,848.7,2,basic,50,0
72,west,15.0,528.89,0,platinum,33,0
44,north,12.0,449.5,1,silver,2,0
38,north,7.0,514.42,0,basic,19,1
70,south,3.0,1061.33,1,basic,58,0
52,east,8.0,625.28,1,basic,69,0
55,south,10.0,587.35,0,basic,27,0
22,south,13.0,1087.25,1,basic,32,0
49,north,12.0,657.18,1,gold,38,0
32,west,12.0,1011.43,0,basic,15,0
51,east,9.0,615.65,1,basic,54,0
28,east,9.0,656.2,1,gold,50,0
31,south,13.0,691.65,0,basic,11,1
69,east,8.0,1244.96,1,basic,15,0
57,east,11.0,751.3,0,basic,57,0
68,west,13.0,450.76,1,basic,51,0
41,north,15.0,819.14,2,basic,4,1
29,north,13.0,1075.62,1,basic,3,0
40,west,12.0,380.61,0,basic,50,0
71,west,7.0,1116.98,1,basic,42,0
35,north,16.0,406.39,2,platinum,64,0
62,north,9.0,587.13,1,gold,53,1
54,east,11.0,790.4,0,silver,22,0
28,,15.0,437.34,0,silver,61,0
70,east,12.0,349.51,1,basic,55,0
44,south,13.0,724.07,1,gold,31,1
64,west,15.0,368.12,0,basic,16,0
24,east,13.0,506.55,1,platinum,22,1
32,east,13.0,508.72,0,gold,37,0
34,north,7.0,1000.35,0,basic,11,0
53,east,14.0,583.69,1,basic,9,0
46,east,11.0,,4,silver,27,0
49,west,13.0,404.14,1,basic,19,1
70,north,18.0,227.36,1,basic,46,0
65,east,9.0,505.53,0,basic,52,0
42,east,9.0,914.65,0,basic,10,0
72,east,16.0,399.58,2,gold,71,0
30,south,8.0,418.29,2,basic,63,1
40,east,15.0,629.56,0,platinum,63,0
65,west,13.0,578.9,1,gold,43,0
75,east,10.0,426.31,0,gold,27,0
64,south,21.0,737.64,1,silver,39,0
55,south,11.0,870.54,1,silver,72,0
71,south,9.0,753.2,0,basic,23,0
