age,region,login_count_30d,total_spend,complaint_count,membership_level,tenure_months,churn
55,north,7.0,670.85,0,basic,38,1
49,north,9.0,436.76,0,basic,71,0
54,north,13.0,815.85,0,basic,36,0
44,south,12.0,514.87,0,gold,64,0
40,west,12.0,380.61,0,basic,50,0
23,east,8.0,765.76,2,silver,11,1
21,south,10.0,540.78,0,silver,9,1
39,east,9.0,967.95,1,silver,19,0
58,north,9.0,550.26,1,basic,22,0
69,north,13.0,466.72,2,platinum,3,1
21,east,17.0,861.51,0,gold,6,0
21,,17.0,165.03,1,gold,54,0
41,east,14.0,670.92,0,basic,16,1
30,south,18.0,793.7,2,platinum,57,0
33,south,16.0,213.87,1,platinum,69,0
33,north,17.0,1182.23,0,gold,2,0
65,east,9.0,505.53,0,basic,52,0
37,south,12.0,1092.59,2,basic,60,0
51,west,13.0,711.45,1,gold,5,0
66,west,12.0,709.93,2,silver,71,0
19,east,11.0,992.63,2,gold,23,0
70,east,16.0,1058.68,1,basic,66,0
37,east,11.0,818.37,2,gold,23,0
70,west,11.0,1243.75,2,silver,39,0
54,south,10.0,725.99,1,basic,31,1
35,east,10.0,1910.16,0,gold,22,0
54,east,17.0,889.08,1,platinum,60,0
75,east,10.0,426.31,0,gold,27,0
48,north,9.0,518.4,1,gold,16,0
49,east,15.0,439.84,0,basic,51,0
38,east,6.0,1109.8,0,basic,49,0
33,south,11.0,617.14,1,basic,8,0
61,north,15.0,729.26,2,gold,26,1
64,west,15.0,368.12,0,basic,16,0
54,east,14.0,405.87,2,silver,35,0
33,east,13.0,485.42,1,silver,68,0
36,west,8.0,652.45,0,silver,8,0
72,east,13.0,512.33,1,silver,26,0
75,south,11.0,574.33,0,silver,10,1
43,east,15.0,501.55,0,gold,15,0
56,north,22.0,429.25,0,gold,34,0
28,south,,345.3,1,basic,17,0
56,east,12.0,579.76,1,silver,48,1
46,north,13.0,657.22,0,gold,53,0
51,north,15.0,1044.96,0,basic,50,0
25,east,6.0,503.9,1,gold,61,0
62,west,13.0,369.7,0,silver,28,1
64,west,9.0,557.12,1,basic,14,0
31,east,11.0,2211.21,1,basic,72,0
74,north,16.0,1007.69,0,silver,37,0
72,south,15.0,789.96,2,silver,56,0
66,east,12.0,546.93,1,silver,29,0
55,east,14.0,306.5,1,gold,48,0
74,south,4.0,551.64,1,gold,26,1
75,north,9.0,1221.44,0,gold,37,0
72,east,9.0,276.11,1,basic,21,1
36,east,9.0,456.09,2,silver,19,1
30,south,9.0,727.52,1,basic,49,0
75,east,10.0,320.71,0,platinum,72,0
20,west,10.0,1200.18,0,silver,51,0
53,west,17.0,281.04,1,basic,22,1
45,south,13.0,1774.76,1,silver,68,0
29,south,10.0,1349.76,0,basic,57,0
47,west,12.0,1125.06,1,silver,72,0
40,east,5.0,510.34,0,basic,42,0
20,east,18.0,1303.67,0,gold,15,0
54,west,12.0,1062.53,0,basic,54,0
23,east,13.0,1109.88,0,basic,18,0
41,east,,896.97,1,basic,6,0
40,north,14.0,497.04,0,silver,51,0
72,north,12.0,1005.05,0,silver,16,0
66,north,12.0,504.37,0,gold,69,0
31,north,10.0,292.16,0,platinum,19,0
27,south,6.0,861.34,0,silver,70,0
74,north,13.0,338.33,1,basic,5,0
18,north,9.0,770.6,0,silver,52,0
50,north,16.0,761.75,0,basic,30,0
56,east,13.0,1186.69,2,silver,11,0
55,east,12.0,802.09,0,silver,17,0
43,east,9.0,1053.0,0,platinum,4,0
19,east,14.0,875.55,0,gold,8,0
22,south,17.0,474.13,1,gold,23,0
62,south,7.0,587.23,1,platinum,16,0
19,west,10.0,634.85,0,basic,27,0
69,south,12.0,869.9,3,silver,62,0
56,north,11.0,1674.8,1,gold,56,0
23,south,13.0,,0,silver,49,0
71,west,13.0,1088.59,1,gold,26,0
71,north,15.0,254.99,2,platinum,32,1
69,west,20.0,557.4,2,basic,3,1
29,east,8.0,711.01,0,gold,42,0
22,north,16.0,968.95,1,silver,56,0
67,west,15.0,603.63,0,gold,28,0
68,north,15.0,436.19,1,basic,40,1
43,south,11.0,694.38,2,platinum,22,0
37,north,10.0,951.69,1,gold,13,0
20,east,13.0,1092.28,1,gold,52,0
20,north,11.0,565.8,0,platinum,25,0
33,east,13.0,958.25,1,platinum,13,0
75,east,16.0,505.44,0,silver,66,0
72,north,11.0,,1,platinum,1,1
53,east,8.0,394.68,0,gold,68,0
63,north,7.0,157.97,1,silver,53,1
74,north,10.0,858.75,3,silver,11,1
60,south,13.0,440.97,1,platinum,40,0
35,north,16.0,406.39,2,platinum,64,0
51,west,11.0,634.85,0,gold,47,0
62,south,18.0,439.63,0,gold,13,0
22,east,9.0,858.73,2,platinum,48,0
28,east,10.0,422.71,0,basic,35,0
56,north,17.0,280.73,1,silver,58,0
52,south,15.0,808.21,0,silver,64,0
31,south,21.0,302.65,3,platinum,48,0
40,south,15.0,355.51,0,gold,31,1
67,south,14.0,1538.38,1,basic,55,0
66,west,14.0,589.16,1,basic,32,0
49,west,11.0,563.01,2,gold,49,0
60,east,20.0,578.72,2,platinum,71,0
36,south,11.0,843.59,1,basic,25,0
25,south,10.0,859.82,0,basic,70,0
28,west,12.0,853.13,0,basic,50,0
69,north,18.0,894.8,0,gold,51,0
62,north,14.0,919.76,1,basic,38,0
66,north,13.0,1000.41,0,basic,7,0
67,west,14.0,747.7,1,gold,69,0
26,west,3.0,422.68,0,basic,51,1
31,east,12.0,1072.12,0,silver,34,0
48,west,12.0,1108.98,0,basic,4,0
29,west,11.0,286.43,1,gold,21,1
29,east,10.0,475.41,1,gold,14,0
54,east,11.0,1157.76,1,silver,65,0
37,south,8.0,1046.25,0,silver,66,0
38,east,11.0,517.5,0,gold,26,0
37,east,13.0,530.48,1,silver,59,0
33,west,13.0,939.16,1,silver,21,0
40,west,16.0,533.82,1,silver,53,0
29,east,13.0,282.61,1,silver,61,0
45,north,6.0,386.2,0,silver,42,1
25,north,12.0,577.87,3,gold,49,0
32,north,,531.69,1,basic,71,0
58,east,15.0,763.94,0,silver,20,0
60,north,6.0,505.05,1,silver,43,1
74,west,8.0,573.08,4,platinum,47,0
38,north,14.0,749.35,1,silver,49,0
44,west,8.0,1380.48,0,basic,44,0
31,east,13.0,989.24,0,basic,11,0
32,south,15.0,739.29,1,gold,12,0
67,west,9.0,795.05,2,silver,9,1
31,north,13.0,478.31,2,gold,5,1
65,south,14.0,328.6,0,silver,28,0
73,south,9.0,1142.35,2,silver,37,0
74,north,18.0,614.52,1,platinum,53,0
41,south,13.0,947.01,1,platinum,71,0
21,north,7.0,545.6,0,gold,50,0
38,north,7.0,514.42,0,basic,19,1
68,east,6.0,859.88,2,basic,32,0
60,south,11.0,520.94,0,platinum,58,0
23,north,10.0,422.7,2,silver,57,1
43,south,14.0,494.37,3,basic,27,0
40,south,11.0,596.0,0,gold,52,0
52,east,14.0,101.8,1,silver,2,1
53,north,16.0,363.25,1,silver,17,1
30,north,8.0,1164.01,1,silver,8,0
53,north,11.0,605.12,0,basic,69,0
64,east,13.0,759.99,1,silver,45,0
25,north,19.0,780.71,0,platinum,19,0
73,north,16.0,540.95,3,platinum,26,0
27,west,17.0,946.77,1,silver,33,0
52,east,18.0,930.14,1,gold,68,0
71,north,9.0,474.24,1,platinum,10,0
48,east,16.0,520.05,0,platinum,64,0
58,east,10.0,1110.97,1,gold,60,0
66,east,11.0,1668.28,0,gold,1,0
71,south,7.0,,0,platinum,69,0
18,south,7.0,917.05,2,silver,62,0
18,north,7.0,352.96,1,silver,60,1
65,,15.0,679.01,3,gold,40,0
31,east,8.0,891.21,0,platinum,61,0
41,south,12.0,486.05,0,gold,56,1
32,north,10.0,662.84,0,silver,36,0
72,west,9.0,650.48,2,gold,27,1
32,north,5.0,1043.04,0,silver,50,0
62,east,12.0,639.58,0,silver,2,0
64,east,10.0,733.06,2,basic,39,1
49,south,15.0,906.4,3,basic,60,0
75,north,15.0,1573.02,2,basic,47,0
68,west,13.0,450.76,1,basic,51,0
56,west,12.0,914.73,2,gold,2,0
67,east,13.0,562.98,0,gold,33,0
63,north,10.0,1422.17,1,basic,34,0
48,west,7.0,777.68,0,silver,35,0
19,north,8.0,544.38,0,basic,41,0
55,south,10.0,587.35,0,basic,27,0
19,east,11.0,499.11,1,basic,11,1
71,east,15.0,2058.04,1,gold,52,0
20,north,10.0,112.03,1,gold,66,0
30,east,5.0,704.05,0,silver,54,0
18,north,11.0,583.33,3,gold,31,1
38,north,15.0,625.94,0,gold,68,0
26,north,15.0,930.37,1,platinum,6,0
39,west,9.0,285.64,1,silver,34,1
54,south,5.0,2277.45,1,silver,1,0
70,south,10.0,997.61,0,basic,69,0
29,north,14.0,1213.32,2,platinum,20,0
67,east,14.0,1087.65,1,gold,38,0
61,north,12.0,776.1,1,silver,11,0
45,north,7.0,178.87,0,gold,26,0
23,south,12.0,318.48,2,silver,59,0
32,west,18.0,1031.63,0,basic,16,0
68,east,18.0,955.62,1,silver,57,0
28,west,16.0,1555.5,2,platinum,17,0
56,east,14.0,206.89,2,silver,60,1
36,east,6.0,695.75,0,basic,29,1
45,south,10.0,963.22,2,silver,71,0
23,south,12.0,1241.73,1,silver,44,0
44,south,13.0,806.64,0,basic,32,0
22,west,19.0,522.94,0,basic,59,0
38,west,9.0,1018.86,2,gold,8,0
35,east,20.0,542.42,0,silver,29,0
42,north,13.0,766.06,0,gold,64,0
48,south,,884.12,0,silver,6,0
61,west,5.0,352.15,1,silver,49,0
20,east,8.0,1107.78,0,gold,54,0
19,north,8.0,826.15,0,basic,4,1
43,north,15.0,439.79,0,basic,36,0
35,south,13.0,392.22,0,basic,56,0
18,south,8.0,614.44,3,gold,44,1
36,north,10.0,1464.32,0,silver,20,0
59,south,6.0,373.49,1,platinum,33,1
73,south,11.0,465.63,2,silver,7,1
38,south,15.0,1841.68,0,silver,37,0
57,north,11.0,894.4,1,basic,26,0
44,east,13.0,806.55,1,gold,55,0
74,east,6.0,689.25,2,gold,37,1
27,north,13.0,555.69,0,platinum,68,0
22,east,15.0,798.42,1,silver,63,0
19,north,8.0,550.89,1,platinum,55,0
35,south,10.0,691.84,1,basic,39,0
73,east,13.0,1092.04,0,gold,17,0
39,north,9.0,667.39,1,basic,4,1
30,south,10.0,1026.38,1,basic,49,0
23,east,12.0,327.18,2,platinum,59,0
66,east,13.0,632.67,0,platinum,46,0
70,east,13.0,469.27,1,silver,29,0
35,north,,793.29,2,platinum,18,0
52,east,12.0,669.28,4,basic,16,1
20,south,12.0,691.97,0,basic,35,0
39,east,17.0,580.49,2,silver,26,1
73,south,10.0,409.56,1,basic,25,0
22,south,11.0,546.78,1,basic,19,1
41,south,8.0,961.84,0,silver,14,0
58,south,16.0,716.38,1,silver,26,0
73,east,10.0,853.28,1,silver,7,0
32,west,12.0,332.17,4,platinum,11,1
74,east,8.0,102.03,2,silver,23,1
21,south,12.0,1125.56,0,gold,47,0
48,east,14.0,554.85,1,platinum,32,1
70,south,19.0,380.5,0,platinum,55,0
32,,10.0,2068.88,1,silver,26,0
29,south,13.0,1359.01,1,basic,6,0
29,north,10.0,678.2,2,basic,3,1
62,west,10.0,903.09,2,gold,53,0
71,south,16.0,773.31,0,basic,2,0
43,west,17.0,563.51,0,silver,4,0
48,north,13.0,499.61,1,silver,57,0
26,west,11.0,206.73,1,silver,18,1
72,east,12.0,267.49,0,gold,4,0
56,east,9.0,721.46,0,gold,21,0
57,east,4.0,1002.79,0,silver,53,0
40,east,12.0,1138.42,0,silver,4,0
34,,7.0,57.62,1,silver,30,1
35,west,15.0,664.5,0,basic,60,0
54,north,10.0,337.36,2,platinum,8,1
73,north,15.0,444.77,1,gold,43,1
61,east,11.0,954.29,0,silver,48,0
44,south,17.0,64.44,0,basic,59,0
58,north,19.0,591.42,0,basic,55,0
65,east,12.0,615.65,0,basic,58,0
35,east,14.0,1232.81,0,basic,41,1
41,east,11.0,345.48,1,silver,4,0
61,west,16.0,759.84,1,basic,30,1
42,north,15.0,1195.87,0,basic,64,0
49,east,10.0,626.48,0,basic,59,0
62,west,19.0,,0,gold,61,0
63,west,8.0,559.87,0,platinum,3,1
69,south,9.0,554.95,1,basic,64,0
53,east,15.0,213.26,0,silver,31,0
28,north,6.0,417.93,1,silver,15,1
70,south,13.0,135.83,0,silver,34,0
31,south,13.0,691.65,0,basic,11,1
27,north,15.0,824.49,0,basic,24,0
68,east,10.0,578.7,0,basic,71,0
71,south,9.0,753.2,0,basic,23,0
40,south,13.0,1192.83,2,basic,29,0
18,north,12.0,339.49,1,gold,62,0
49,south,10.0,975.56,1,silver,51,0
70,west,13.0,413.0,1,silver,63,1
42,south,13.0,327.52,0,basic,26,1
39,,14.0,1005.79,1,basic,17,0
27,east,6.0,623.38,1,basic,42,1
28,north,15.0,516.61,0,gold,4,0
60,north,13.0,352.62,1,gold,13,1
29,east,11.0,466.03,0,basic,53,0
40,east,7.0,450.8,0,silver,48,0
64,west,10.0,905.54,0,gold,68,0
58,south,10.0,281.37,1,basic,63,0
62,south,13.0,994.75,0,gold,50,0
58,,18.0,1294.9,2,basic,65,0
44,south,11.0,581.0,4,gold,46,0
63,east,11.0,508.12,0,gold,41,0
64,west,14.0,548.77,2,basic,48,0
33,north,9.0,456.4,1,gold,27,0
56,south,11.0,1073.95,1,basic,34,0
69,south,7.0,456.16,1,silver,24,0
69,south,8.0,672.31,1,silver,21,0
74,east,10.0,245.34,1,basic,11,0
71,south,5.0,942.66,1,platinum,36,0
60,south,13.0,666.15,1,platinum,38,0
68,east,16.0,757.36,1,silver,15,0
36,east,18.0,563.81,0,silver,60,0
46,west,14.0,,1,basic,24,0
46,east,16.0,489.82,0,silver,15,0
73,east,16.0,778.8,0,gold,70,0
55,north,10.0,1115.6,1,basic,40,0
70,south,8.0,739.55,1,basic,51,0
48,south,10.0,251.91,2,basic,45,1
61,east,15.0,402.39,0,gold,48,0
71,west,7.0,1116.98,1,basic,42,0
56,south,8.0,810.43,1,gold,9,0
24,west,9.0,233.53,0,silver,28,0
46,west,7.0,873.46,0,gold,35,0
21,west,11.0,924.87,1,basic,11,0
25,east,10.0,727.79,2,silver,24,0
75,east,12.0,263.26,0,silver,56,0
58,east,13.0,1268.46,2,gold,3,0
60,north,17.0,493.06,2,silver,24,0
42,north,13.0,466.2,4,basic,38,1
74,south,14.0,204.31,0,basic,53,0
30,south,15.0,555.01,0,platinum,46,0
63,south,11.0,1084.89,1,silver,21,0
28,,15.0,437.34,0,silver,61,0
61,west,16.0,42.27,0,silver,52,0
56,east,13.0,1518.07,0,gold,30,0
34,south,15.0,500.56,2,platinum,27,0
31,north,11.0,1149.01,1,basic,13,0
56,west,18.0,1147.61,1,basic,30,0
42,north,11.0,696.27,0,silver,11,0
62,north,5.0,498.26,1,gold,50,0
19,west,14.0,704.05,0,basic,34,0
35,east,11.0,1057.39,4,platinum,37,0
25,north,14.0,585.09,1,basic,47,0
30,north,16.0,151.45,1,basic,50,0
41,south,11.0,630.51,5,basic,9,0
72,west,9.0,440.08,0,gold,29,0
41,east,18.0,796.83,0,basic,40,0
30,east,10.0,356.53,2,gold,23,1
73,west,11.0,464.82,0,platinum,70,0
47,north,9.0,,0,basic,69,0
36,north,14.0,605.01,2,basic,53,1
65,west,15.0,345.75,1,basic,63,0
58,north,14.0,747.09,0,basic,16,0
54,west,15.0,1455.72,1,gold,49,0
28,west,11.0,521.86,0,basic,5,1
36,west,6.0,557.41,2,basic,3,1
34,north,12.0,187.09,0,gold,50,0
53,west,19.0,398.82,1,gold,37,0
52,north,10.0,553.11,0,basic,50,0
22,south,13.0,1087.25,1,basic,32,0
36,south,21.0,1163.9,0,silver,67,0
39,east,11.0,544.57,0,platinum,49,0
73,south,13.0,1013.3,2,silver,68,0
22,north,12.0,,1,basic,36,0
52,east,7.0,747.77,0,platinum,23,0
52,west,10.0,365.85,1,gold,26,0
39,south,12.0,209.65,1,silver,32,1
19,east,9.0,502.99,0,basic,68,1
29,north,11.0,500.23,1,basic,61,0
59,west,12.0,,0,basic,63,0
43,north,16.0,607.64,0,gold,18,0
31,east,13.0,284.21,0,silver,15,0
38,north,9.0,697.73,0,silver,14,0
57,west,15.0,689.95,1,silver,62,0
36,south,9.0,249.8,1,silver,48,1
21,south,11.0,1060.2,0,silver,30,0
45,south,18.0,409.59,0,basic,59,0
75,north,14.0,934.33,0,basic,35,0
47,south,6.0,937.62,0,gold,65,0
36,north,11.0,940.41,0,gold,67,0
45,west,14.0,475.06,0,gold,28,0
21,north,14.0,,0,platinum,61,0
30,east,17.0,931.69,0,basic,14,0
49,north,7.0,1197.98,4,gold,17,1
28,north,10.0,683.89,1,basic,36,0
50,north,9.0,435.09,3,gold,46,0
44,south,9.0,1279.53,1,silver,41,0
53,east,14.0,767.84,0,silver,41,0
34,south,9.0,1015.14,1,gold,48,0
35,east,15.0,737.49,1,silver,45,0
41,east,14.0,1097.18,0,basic,30,0
43,west,10.0,524.87,2,gold,46,1
52,east,15.0,331.46,0,silver,28,0
41,west,12.0,110.67,1,basic,25,0
69,east,11.0,586.75,0,gold,3,0
70,north,11.0,735.8,1,gold,19,1
40,west,12.0,817.08,1,basic,70,0
41,east,5.0,,0,basic,63,0
68,south,8.0,118.19,1,basic,67,1
31,west,13.0,195.45,0,gold,12,1
43,north,12.0,626.73,0,basic,70,0
43,south,14.0,463.4,0,silver,63,0
35,east,9.0,964.07,1,basic,24,0
74,north,13.0,697.6,2,basic,35,0
74,north,12.0,1055.25,1,gold,32,0
46,,13.0,950.73,1,silver,30,0
41,south,13.0,671.61,3,silver,7,1
25,south,15.0,255.02,0,gold,71,0
41,north,13.0,417.59,2,gold,44,0
40,east,12.0,360.57,0,silver,20,0
35,east,13.0,1255.05,3,gold,32,0
59,west,11.0,607.31,0,basic,19,0
19,south,15.0,1075.24,0,basic,70,0
20,east,10.0,521.23,2,platinum,26,0
62,east,8.0,405.05,0,basic,43,1
39,west,6.0,478.51,2,gold,22,1
72,west,15.0,528.89,0,platinum,33,0
58,west,14.0,339.61,0,platinum,33,0
55,north,9.0,,1,platinum,62,1
37,north,7.0,820.02,2,basic,58,0
28,east,11.0,1325.05,0,basic,61,0
51,south,19.0,638.24,1,gold,64,0
61,east,10.0,560.01,2,silver,67,0
55,east,15.0,940.63,1,gold,42,0
70,south,3.0,1061.33,1,basic,58,0
25,east,10.0,676.9,0,basic,68,0
75,north,10.0,969.88,0,basic,47,0
64,north,9.0,1045.32,2,platinum,56,0
51,north,14.0,631.54,1,silver,23,0
72,east,11.0,532.63,1,platinum,39,0
47,north,16.0,601.29,0,basic,41,0
73,north,7.0,431.65,1,silver,55,1
46,north,13.0,365.06,1,gold,61,0
28,west,11.0,677.25,2,platinum,25,0
30,west,14.0,659.08,1,basic,42,0
32,east,11.0,827.06,0,silver,18,0
70,east,11.0,734.47,0,gold,62,0
44,west,15.0,724.43,0,gold,34,0
44,east,13.0,781.79,0,silver,65,0
18,east,16.0,301.66,0,silver,28,0
68,south,7.0,376.8,0,platinum,11,1
49,west,11.0,297.03,0,gold,71,0
44,east,14.0,1035.78,1,gold,41,0
32,east,7.0,480.88,0,silver,20,1
31,east,15.0,319.4,0,gold,56,0
47,east,10.0,854.17,1,basic,16,0
43,west,8.0,1260.46,0,gold,69,0
74,west,7.0,593.28,1,platinum,11,0
67,east,10.0,1276.11,0,platinum,55,0
63,north,14.0,302.81,2,basic,32,1
65,north,10.0,420.51,0,silver,55,0
47,south,9.0,189.87,2,silver,7,1
23,east,16.0,1406.66,2,basic,45,0
66,west,10.0,1159.99,1,platinum,72,0
28,north,14.0,1038.66,1,basic,14,0
21,south,9.0,947.74,0,platinum,56,0
49,south,15.0,193.08,0,platinum,11,0
46,north,9.0,938.37,1,silver,25,0
65,east,15.0,592.16,0,gold,69,0
29,north,17.0,741.06,1,platinum,39,0
44,south,14.0,657.7,0,silver,31,0
37,north,9.0,396.03,0,basic,66,0
30,east,8.0,563.9,0,silver,27,0
41,south,12.0,1431.24,0,basic,52,0
60,east,8.0,1136.59,1,basic,9,0
26,north,9.0,534.95,1,silver,46,0
59,east,12.0,522.47,2,platinum,9,0
70,west,8.0,708.76,0,basic,52,0
38,east,6.0,266.82,1,silver,68,0
53,west,8.0,789.17,1,platinum,71,0
55,west,5.0,708.25,2,gold,47,1
52,south,10.0,,1,gold,13,0
28,south,5.0,465.6,1,gold,61,0
50,west,10.0,494.98,2,silver,23,1
74,east,18.0,847.47,1,basic,3,0
19,south,12.0,785.72,3,platinum,19,0
37,south,9.0,417.41,1,basic,41,1
58,east,12.0,740.06,1,silver,65,0
42,east,9.0,914.65,0,basic,10,0
63,west,19.0,675.35,1,basic,53,0
22,south,19.0,435.21,0,basic,71,0
61,east,12.0,237.46,2,silver,7,1
35,west,16.0,829.86,0,basic,67,0
62,west,13.0,,0,gold,27,0
68,west,7.0,670.16,1,basic,43,0
73,east,12.0,1516.7,0,basic,64,0
25,south,22.0,679.36,1,gold,28,0
57,west,12.0,246.26,1,silver,9,1
53,east,8.0,1542.56,0,gold,7,0
73,east,9.0,244.55,0,silver,43,0
74,east,15.0,710.44,0,gold,53,0
41,east,13.0,458.88,2,silver,67,0
61,south,18.0,531.6,1,platinum,42,0
29,east,13.0,956.99,2,basic,37,0
36,south,8.0,1164.32,0,basic,12,0
45,north,9.0,643.05,0,silver,68,0
62,north,8.0,809.22,1,platinum,41,0
22,east,14.0,1099.63,3,basic,7,0
70,west,10.0,996.91,2,silver,51,0
34,east,12.0,624.01,1,platinum,54,0
45,south,8.0,412.0,0,platinum,21,1
43,south,12.0,,3,silver,47,0
46,east,16.0,589.13,2,silver,65,0
27,west,9.0,504.05,0,basic,59,0
45,north,10.0,587.81,1,gold,27,0
35,north,14.0,701.49,0,silver,17,0
56,north,10.0,685.83,0,platinum,33,0
21,east,17.0,746.4,1,basic,14,1
50,south,12.0,721.75,0,basic,14,0
36,south,8.0,649.48,1,gold,64,0
31,east,18.0,663.5,0,platinum,15,0
32,north,21.0,739.39,0,basic,58,0
55,east,12.0,868.77,0,gold,14,0
48,south,6.0,891.17,1,silver,71,0
69,south,11.0,946.84,1,basic,32,0
19,south,10.0,521.13,1,silver,47,0
57,south,6.0,769.68,1,gold,45,0
68,west,11.0,569.48,0,platinum,38,0
38,north,15.0,654.04,1,silver,50,0
51,south,10.0,534.35,1,silver,52,0
