age,region,login_count_30d,total_spend,complaint_count,membership_level,tenure_months,churn
50,west,17.0,386.95,1,silver,71,0
47,north,18.0,664.51,0,basic,39,0
63,east,19.0,490.96,2,basic,19,0
75,south,10.0,813.02,0,silver,35,0
56,north,11.0,479.23,1,basic,34,1
41,north,17.0,599.21,3,basic,29,0
41,north,14.0,506.64,0,silver,27,0
42,west,10.0,233.47,1,gold,63,0
65,north,7.0,1371.05,1,basic,29,0
36,north,11.0,660.74,1,gold,3,0
27,north,10.0,,1,platinum,52,0
37,north,11.0,676.2,0,gold,48,0
19,south,11.0,915.26,1,gold,28,0
24,,9.0,461.09,5,gold,46,1
23,south,11.0,467.41,1,basic,68,0
62,south,12.0,641.82,1,silver,67,0
59,west,11.0,1388.53,1,platinum,57,0
58,north,21.0,394.59,0,gold,43,0
44,west,5.0,199.48,0,gold,2,1
59,south,11.0,1075.93,0,platinum,37,0
27,north,13.0,943.36,0,basic,59,0
70,south,15.0,522.03,0,basic,61,0
47,west,13.0,1654.93,0,silver,56,0
72,,17.0,1690.72,1,basic,72,0
26,west,13.0,223.45,1,silver,38,0
46,east,16.0,455.21,1,gold,8,0
58,south,11.0,,1,silver,36,0
46,west,10.0,801.91,1,basic,23,0
43,east,9.0,742.11,1,gold,61,0
27,west,8.0,659.46,0,basic,56,0
40,east,13.0,361.41,0,platinum,31,1
31,south,10.0,852.42,1,basic,28,0
35,south,14.0,876.69,1,gold,12,0
57,north,19.0,1038.49,0,silver,4,0
54,east,12.0,,0,silver,23,0
53,east,11.0,587.16,0,silver,18,0
38,north,12.0,508.48,1,basic,20,0
73,north,11.0,329.33,1,silver,72,0
23,east,10.0,582.29,0,gold,50,0
37,north,8.0,371.72,1,gold,40,1
24,north,11.0,,0,basic,13,0
37,south,9.0,949.42,1,gold,61,0
73,south,13.0,520.54,0,gold,47,0
39,south,13.0,443.22,0,gold,38,0
70,east,16.0,1164.26,1,silver,34,0
46,west,11.0,889.81,1,basic,40,0
58,south,17.0,186.15,0,platinum,61,0
44,north,13.0,804.57,0,silver,52,0
33,north,8.0,802.64,1,silver,35,0
62,south,14.0,569.58,1,gold,49,0
74,north,14.0,558.27,0,basic,67,0
33,east,6.0,250.3,0,gold,24,1
63,west,9.0,1645.44,1,basic,65,0
33,north,11.0,581.1,3,gold,44,0
59,north,12.0,782.66,1,platinum,14,0
63,west,16.0,598.07,0,platinum,70,0
44,south,12.0,447.26,2,platinum,50,1
60,north,14.0,985.9,2,gold,28,0
33,west,9.0,709.64,1,basic,16,1
22,west,11.0,583.69,0,platinum,66,0
23,east,12.0,778.43,0,platinum,60,0
43,south,10.0,627.11,1,silver,4,0
70,east,10.0,1441.98,1,silver,46,0
25,north,17.0,969.31,0,basic,9,0
44,south,16.0,842.55,1,silver,22,0
58,east,8.0,268.6,1,gold,41,1
29,,15.0,857.26,2,silver,18,0
59,west,13.0,846.61,0,silver,37,0
35,north,10.0,375.46,0,silver,31,0
64,south,9.0,,2,basic,42,1
51,north,7.0,949.61,0,platinum,58,0
49,west,13.0,1008.71,1,basic,12,0
28,east,15.0,468.72,2,basic,58,0
44,south,13.0,457.34,1,basic,17,1
67,south,11.0,703.42,0,gold,3,0
19,east,12.0,519.64,3,gold,33,1
61,south,9.0,261.4,0,basic,22,0
46,south,7.0,373.07,1,basic,14,1
59,south,15.0,768.3,0,silver,31,0
56,south,17.0,384.95,0,basic,63,0
43,west,13.0,1033.96,1,gold,43,0
35,,13.0,839.78,0,basic,53,0
54,east,13.0,783.85,1,silver,11,1
26,north,11.0,695.94,0,silver,6,0
51,south,9.0,436.3,0,silver,25,0
23,east,12.0,897.41,1,silver,56,0
55,east,13.0,429.52,0,basic,64,0
54,north,14.0,1062.6,0,basic,8,0
22,west,13.0,1330.43,2,basic,35,0
61,east,13.0,707.5,1,basic,29,1
42,south,13.0,1243.75,0,platinum,54,0
63,north,9.0,375.99,1,basic,15,1
20,west,6.0,844.49,0,basic,35,1
28,north,9.0,650.93,1,basic,62,0
46,north,16.0,957.71,1,gold,34,1
28,west,13.0,193.01,1,platinum,57,0
37,west,11.0,929.56,1,gold,45,0
56,north,14.0,459.03,0,silver,44,0
26,east,11.0,667.51,0,gold,19,0
57,south,8.0,1631.39,1,silver,72,0
23,west,11.0,858.63,1,gold,18,0
28,east,12.0,802.82,1,gold,68,0
52,,7.0,770.33,2,basic,72,0
64,south,16.0,,1,silver,37,0
27,south,7.0,974.01,0,basic,63,0
35,south,20.0,774.62,0,basic,52,0
71,south,17.0,726.97,2,gold,54,0
75,north,12.0,702.68,1,basic,5,0
51,west,16.0,632.67,0,gold,10,0
43,west,9.0,329.71,1,platinum,6,0
38,south,12.0,849.49,0,silver,3,0
53,north,12.0,483.84,1,silver,61,0
52,north,7.0,593.58,0,silver,13,0
35,south,9.0,1006.69,1,gold,1,1
19,north,8.0,640.36,1,basic,68,0
26,west,12.0,614.94,0,basic,21,0
73,east,8.0,708.58,0,silver,59,0
42,south,11.0,554.53,1,platinum,70,0
45,west,18.0,1613.91,0,basic,38,0
45,east,16.0,1503.86,2,silver,67,0
63,east,13.0,1484.38,0,platinum,70,0
21,south,14.0,771.61,0,basic,11,0
22,south,20.0,467.43,1,basic,11,0
33,east,15.0,1020.13,0,silver,27,0
46,south,12.0,556.77,0,basic,41,0
56,west,10.0,1064.58,0,basic,57,0
46,east,12.0,455.72,1,silver,14,0
43,,22.0,799.58,0,gold,14,0
72,east,10.0,1139.03,0,silver,23,0
27,east,12.0,573.1,0,silver,20,0
51,north,10.0,572.02,0,silver,68,0
49,north,12.0,281.07,1,silver,29,1
45,south,13.0,463.31,2,gold,63,0
64,east,15.0,764.06,1,gold,5,0
33,west,13.0,,0,gold,8,0
73,north,3.0,882.83,0,platinum,58,0
37,north,12.0,219.74,1,gold,18,1
49,south,6.0,558.17,0,basic,6,1
48,west,10.0,300.87,0,platinum,43,0
67,east,11.0,744.83,0,platinum,11,0
43,north,14.0,250.52,1,basic,5,0
34,north,10.0,352.16,1,basic,30,1
19,east,6.0,965.76,0,silver,40,0
39,,11.0,492.23,0,silver,38,0
65,east,11.0,1248.97,0,gold,43,0
18,north,13.0,894.36,1,silver,2,0
69,east,14.0,574.78,0,basic,21,0
49,west,12.0,1041.28,1,basic,25,0
26,south,9.0,600.42,0,platinum,22,0
35,east,13.0,938.62,2,basic,41,0
50,north,13.0,451.04,1,gold,17,0
36,east,10.0,1071.19,2,basic,46,0
24,east,6.0,264.83,0,silver,68,0
56,south,17.0,351.87,1,silver,48,0
56,west,12.0,386.48,0,basic,28,1
24,west,12.0,477.02,4,gold,32,0
34,west,16.0,777.78,1,gold,43,0
32,west,14.0,658.01,1,basic,53,0
56,west,13.0,943.97,1,silver,22,0
60,north,10.0,1146.86,1,gold,3,1
60,north,14.0,247.45,0,gold,51,0
72,east,11.0,1215.03,0,silver,48,0
62,south,11.0,593.54,0,gold,8,0
36,,7.0,1470.15,1,basic,46,0
24,west,16.0,440.22,1,basic,6,0
53,south,11.0,204.71,0,gold,47,1
71,east,12.0,899.37,1,gold,54,0
74,north,17.0,871.66,0,gold,2,0
31,east,13.0,357.19,0,basic,53,0
31,north,13.0,377.7,0,silver,9,0
20,west,11.0,978.96,1,gold,20,0
26,south,13.0,796.61,0,basic,51,0
50,south,12.0,562.79,1,silver,26,0
49,east,15.0,837.09,1,silver,71,0
39,east,8.0,757.2,1,basic,69,0
35,east,10.0,400.38,0,silver,72,0
66,south,9.0,1015.22,2,basic,8,1
44,south,9.0,919.18,1,platinum,13,0
64,north,19.0,665.71,2,basic,14,0
73,west,17.0,979.27,0,basic,43,0
36,north,16.0,1560.73,0,basic,31,0
29,west,11.0,375.18,1,basic,54,0
73,north,14.0,576.11,0,basic,21,0
54,east,11.0,591.06,1,silver,15,0
34,west,14.0,968.67,0,basic,47,0
54,north,17.0,473.85,1,basic,45,0
47,east,8.0,941.99,1,basic,50,0
70,east,23.0,504.23,0,silver,23,0
32,north,9.0,350.93,1,basic,38,1
75,south,16.0,685.89,1,silver,67,0
72,west,12.0,498.37,5,gold,45,1
28,west,10.0,720.75,0,gold,68,0
27,east,8.0,808.63,4,basic,32,1
48,east,15.0,258.58,4,gold,4,1
20,north,11.0,529.33,1,gold,55,0
35,north,13.0,686.18,1,basic,34,1
43,north,9.0,981.34,0,silver,4,0
74,west,8.0,922.53,0,gold,10,0
75,west,14.0,419.33,0,basic,23,1
26,south,8.0,606.25,0,silver,14,0
69,east,10.0,829.66,2,silver,50,0
23,east,9.0,584.59,0,basic,45,1
61,east,12.0,441.88,0,platinum,24,0
67,east,9.0,645.14,2,basic,7,1
69,east,16.0,790.91,2,basic,6,0
30,north,14.0,397.26,2,basic,69,0
69,north,7.0,874.41,0,silver,25,0
24,west,11.0,706.76,0,platinum,8,0
48,east,8.0,890.15,0,gold,52,0
45,west,17.0,637.79,2,platinum,63,0
36,north,15.0,1444.75,1,silver,9,0
19,south,14.0,783.29,0,silver,69,0
62,north,9.0,939.97,1,silver,53,0
37,east,7.0,872.66,0,basic,19,1
56,north,,602.17,0,platinum,56,0
41,north,9.0,,0,silver,31,0
39,west,14.0,479.82,2,silver,46,0
69,east,19.0,1393.35,1,silver,10,0
23,south,16.0,826.54,1,gold,18,0
60,east,16.0,427.76,0,basic,56,0
61,east,13.0,1238.56,1,gold,58,0
40,east,14.0,618.07,0,gold,1,0
33,north,7.0,1005.1,0,gold,16,0
18,west,10.0,254.41,1,basic,44,0
72,west,8.0,,0,basic,66,0
72,south,14.0,,1,silver,49,0
31,east,10.0,409.3,1,gold,51,0
19,north,11.0,802.77,2,platinum,28,0
25,west,10.0,1324.92,1,silver,4,0
21,east,12.0,487.43,2,basic,56,1
66,north,9.0,483.98,2,basic,58,1
69,east,12.0,597.49,0,silver,32,0
26,south,14.0,682.93,2,basic,37,0
61,south,14.0,1037.42,0,silver,17,0
28,south,11.0,832.05,1,gold,33,0
39,south,15.0,597.23,1,silver,18,0
52,north,11.0,764.64,0,silver,31,0
59,west,9.0,1430.57,0,basic,10,0
68,east,9.0,,0,basic,44,0
20,south,15.0,,1,gold,18,0
29,north,11.0,588.26,1,silver,53,0
34,west,16.0,742.29,0,basic,38,0
35,east,14.0,1031.21,1,basic,65,0
75,north,15.0,451.45,0,basic,16,1
63,east,11.0,963.0,0,gold,20,0
36,north,10.0,623.73,2,silver,18,1
74,north,11.0,670.94,1,silver,46,0
46,south,11.0,1976.03,1,silver,8,0
47,east,18.0,915.74,2,basic,50,0
43,west,13.0,506.58,0,silver,59,0
26,east,7.0,808.61,0,basic,49,0
72,south,9.0,1056.39,0,platinum,10,0
18,east,12.0,920.64,0,basic,36,0
28,south,8.0,183.4,0,silver,39,1
31,south,12.0,657.02,1,basic,29,0
34,east,12.0,826.02,1,gold,34,0
25,west,7.0,793.53,1,basic,55,0
19,east,13.0,528.03,1,platinum,61,0
57,north,23.0,,0,basic,22,0
74,south,13.0,1130.91,2,gold,24,0
25,west,11.0,263.45,0,gold,15,1
35,north,11.0,249.12,0,basic,29,1
47,east,22.0,805.1,2,basic,40,0
71,west,18.0,965.73,0,silver,52,0
58,south,14.0,488.52,0,gold,20,1
62,west,12.0,190.25,2,gold,16,0
51,east,11.0,662.55,2,basic,3,0
42,south,8.0,799.39,0,silver,7,0
29,east,14.0,573.02,1,basic,4,0
68,west,10.0,1069.12,1,basic,15,0
64,east,13.0,775.63,0,silver,51,0
19,south,14.0,461.24,1,basic,56,0
59,east,10.0,486.53,0,basic,71,0
22,south,9.0,669.79,1,gold,40,0
60,south,16.0,553.24,0,gold,33,0
65,east,10.0,239.73,2,gold,65,0
25,west,10.0,743.07,1,basic,11,0
43,east,8.0,493.24,0,platinum,46,0
25,south,12.0,537.58,1,silver,59,0
50,east,8.0,373.33,1,silver,37,0
71,east,7.0,1341.73,0,basic,19,1
22,east,9.0,889.47,0,platinum,45,0
41,north,10.0,1501.83,0,silver,72,0
74,north,13.0,571.55,0,gold,17,1
35,south,12.0,914.15,1,gold,41,0
25,south,12.0,749.49,0,gold,4,0
46,south,14.0,470.79,0,gold,17,0
47,north,13.0,568.56,1,platinum,56,0
56,east,7.0,888.67,1,basic,36,0
36,north,5.0,373.04,2,basic,15,1
73,south,5.0,1074.25,2,gold,25,0
48,west,8.0,719.15,0,silver,9,0
34,north,10.0,1006.29,0,silver,57,0
73,south,13.0,800.95,0,gold,68,0
71,north,14.0,264.67,1,silver,8,1
46,east,25.0,657.28,0,gold,18,0
19,north,16.0,1085.53,0,basic,62,0
52,east,9.0,713.9,1,gold,64,0
50,south,13.0,665.79,1,basic,56,0
26,,6.0,713.55,0,silver,52,0
54,north,10.0,228.57,2,platinum,63,0
66,east,,1139.72,1,basic,27,0
24,south,9.0,160.68,2,basic,65,0
59,west,19.0,1254.16,1,basic,64,0
26,south,10.0,550.79,0,silver,17,0
61,east,11.0,828.47,1,silver,6,0
42,south,12.0,,0,basic,38,0
18,east,10.0,960.66,0,platinum,55,0
74,west,13.0,882.25,1,basic,62,0
27,east,15.0,856.24,0,silver,11,0
52,south,9.0,210.65,2,silver,28,1
28,north,,437.43,1,basic,56,0
72,east,8.0,803.02,2,basic,5,1
60,west,11.0,1124.77,1,platinum,53,0
64,south,15.0,402.66,0,gold,21,0
43,east,12.0,408.78,0,basic,2,0
45,west,18.0,777.24,0,gold,18,0
54,west,17.0,1888.75,1,silver,54,0
63,east,13.0,475.23,1,basic,63,0
67,east,13.0,547.35,0,gold,6,0
19,east,9.0,505.94,0,silver,34,0
56,south,13.0,624.47,0,basic,15,0
24,east,11.0,1167.93,2,gold,50,0
34,north,11.0,641.44,2,basic,57,0
66,west,14.0,1978.53,0,basic,70,0
32,west,10.0,701.07,0,basic,26,0
64,west,13.0,1222.54,1,gold,22,0
44,west,9.0,568.64,0,gold,23,0
31,south,14.0,330.27,1,platinum,55,0
37,south,15.0,640.91,1,basic,33,0
48,south,9.0,862.52,1,gold,2,0
62,east,12.0,439.54,0,silver,69,0
53,east,12.0,1129.45,1,basic,8,0
72,north,6.0,518.92,2,basic,67,1
68,south,9.0,373.42,0,gold,12,0
61,east,20.0,1794.09,3,basic,39,0
52,east,20.0,427.14,1,silver,23,0
34,south,13.0,510.89,1,silver,50,0
41,east,10.0,932.32,0,basic,30,0
24,north,10.0,558.53,2,platinum,27,0
39,west,14.0,380.95,1,gold,35,0
71,west,11.0,484.52,0,silver,70,0
42,north,8.0,1550.59,0,gold,18,0
24,north,9.0,877.6,0,silver,16,0
55,east,,963.02,0,gold,5,0
73,south,10.0,758.47,0,basic,54,0
68,west,8.0,822.96,0,silver,49,0
33,north,12.0,536.7,2,basic,44,1
44,south,11.0,711.7,0,silver,2,0
48,north,7.0,199.33,1,silver,57,0
32,east,14.0,1051.77,1,basic,59,0
33,west,16.0,534.14,0,platinum,69,0
31,north,15.0,346.71,0,basic,67,0
75,north,10.0,732.22,4,basic,19,1
61,east,16.0,601.52,0,silver,52,0
66,south,16.0,1033.56,1,silver,29,0
65,west,10.0,648.13,0,basic,43,0
73,west,8.0,478.94,0,silver,24,1
24,north,6.0,656.12,2,gold,48,0
69,north,18.0,1290.64,0,basic,69,0
21,south,,1050.28,0,platinum,47,0
45,east,13.0,876.48,2,basic,67,0
52,west,6.0,1072.49,0,silver,68,0
38,south,6.0,909.73,1,basic,9,0
26,north,14.0,410.38,1,gold,70,0
29,west,16.0,966.83,0,gold,59,0
65,north,19.0,1134.51,0,basic,31,0
36,east,12.0,1165.61,1,basic,44,0
35,south,5.0,363.21,0,basic,45,1
71,east,8.0,511.68,2,basic,57,1
26,south,8.0,471.97,0,platinum,58,0
71,south,12.0,565.79,1,silver,8,1
71,west,14.0,831.88,1,silver,1,0
52,west,13.0,722.99,0,platinum,18,0
27,east,18.0,723.1,0,gold,38,0
27,north,18.0,309.95,1,gold,62,0
34,south,7.0,501.62,0,basic,48,0
51,west,10.0,1207.42,0,basic,10,0
26,east,15.0,1132.13,1,basic,52,0
44,east,8.0,642.59,1,basic,34,1
24,east,10.0,968.12,0,silver,27,0
49,north,10.0,795.2,2,basic,56,0
19,south,15.0,1020.05,0,silver,22,0
59,east,14.0,988.82,0,silver,45,0
21,south,14.0,668.89,0,basic,14,0
29,west,11.0,879.13,2,basic,28,0
28,west,12.0,821.08,0,silver,41,0
66,east,8.0,677.87,0,silver,45,0
21,east,20.0,605.68,0,gold,67,0
42,south,10.0,1446.95,1,gold,21,0
52,west,17.0,678.3,2,basic,65,0
47,east,18.0,939.1,1,basic,59,0
57,west,7.0,1393.19,1,basic,26,0
64,north,10.0,878.42,0,basic,11,0
40,west,17.0,859.23,1,silver,19,0
66,north,9.0,680.29,1,platinum,48,1
36,north,7.0,828.34,2,basic,57,0
75,east,13.0,579.9,0,basic,45,0
47,north,6.0,2104.41,1,gold,53,0
60,north,6.0,314.11,1,silver,8,0
68,north,10.0,625.04,0,basic,37,0
63,east,20.0,885.48,1,basic,63,0
67,south,13.0,859.61,1,platinum,29,0
49,north,12.0,579.38,0,basic,65,0
20,south,10.0,250.7,0,silver,9,1
46,west,14.0,343.99,3,gold,71,0
28,north,9.0,748.23,1,basic,57,0
69,north,8.0,207.3,1,gold,46,0
31,west,13.0,916.0,1,basic,45,0
31,west,6.0,1178.47,0,basic,68,0
32,east,10.0,995.44,1,basic,28,0
55,west,13.0,1091.56,0,platinum,12,0
51,north,15.0,212.36,2,basic,67,0
73,east,12.0,591.27,1,basic,8,1
42,south,19.0,393.0,0,platinum,48,0
34,east,14.0,276.08,0,basic,20,0
20,south,5.0,528.75,1,gold,67,0
18,east,13.0,1376.49,0,gold,71,0
39,south,18.0,1560.03,1,silver,35,0
71,east,12.0,421.35,2,gold,39,0
48,east,10.0,702.6,0,gold,33,1
69,north,15.0,822.58,1,basic,31,0
23,north,6.0,593.48,0,platinum,68,1
23,south,14.0,1219.51,0,platinum,21,0
66,north,13.0,533.0,0,platinum,70,0
24,north,11.0,486.94,0,silver,47,0
21,north,12.0,433.68,2,silver,70,0
41,north,19.0,591.32,1,silver,45,0
71,west,11.0,121.27,0,basic,59,1
57,east,12.0,605.93,0,silver,36,0
23,west,10.0,724.36,1,silver,34,0
66,north,10.0,747.36,1,gold,19,0
66,south,8.0,379.85,3,basic,16,1
64,east,12.0,740.22,0,silver,3,0
70,east,15.0,732.53,1,silver,28,0
31,west,15.0,740.67,2,silver,72,0
74,west,12.0,1004.85,2,platinum,68,0
36,west,13.0,371.03,1,gold,50,0
64,north,14.0,597.15,1,basic,27,1
51,north,10.0,240.62,0,basic,38,0
63,south,13.0,959.61,3,gold,55,0
54,east,10.0,403.85,0,silver,1,0
55,south,14.0,1080.52,0,gold,67,0
53,south,7.0,1099.08,3,basic,63,0
63,south,17.0,627.52,1,basic,70,0
60,west,16.0,,0,silver,7,0
25,south,12.0,298.22,2,gold,69,0
65,north,10.0,691.16,0,platinum,45,0
49,north,18.0,1000.58,2,platinum,40,0
36,south,9.0,786.85,1,silver,13,0
47,east,11.0,1291.11,2,gold,36,0
74,east,23.0,561.38,1,basic,27,0
67,east,6.0,561.0,0,silver,72,0
66,south,14.0,419.03,0,platinum,25,0
44,west,12.0,1702.06,1,silver,16,0
63,south,,296.61,0,platinum,69,0
40,east,12.0,965.48,1,basic,14,0
57,east,14.0,1010.7,2,basic,66,0
55,east,12.0,989.69,0,silver,70,0
32,east,10.0,438.35,1,platinum,23,0
33,south,13.0,327.41,0,basic,50,0
21,south,16.0,627.33,3,gold,58,0
26,north,14.0,898.08,2,basic,39,0
43,north,8.0,491.71,2,gold,51,0
45,north,13.0,582.62,0,silver,10,0
27,west,6.0,496.3,1,basic,38,0
42,south,10.0,715.05,0,gold,37,0
53,north,9.0,691.53,0,gold,41,0
31,west,17.0,1403.62,1,silver,68,0
37,east,14.0,907.78,0,basic,60,0
39,east,10.0,337.02,0,basic,44,0
47,,14.0,352.47,0,platinum,30,0
39,north,11.0,973.89,1,gold,30,0
60,north,13.0,687.78,0,gold,2,0
36,south,11.0,,1,gold,40,0
43,north,12.0,1649.88,0,gold,19,0
40,south,12.0,417.72,1,basic,64,1
28,north,18.0,792.85,3,silver,56,0
57,north,11.0,354.94,2,gold,66,0
31,north,16.0,965.83,1,basic,72,0
35,east,14.0,1502.28,2,basic,29,0
63,north,14.0,738.33,0,silver,31,0
73,north,9.0,551.12,2,gold,44,1
56,west,13.0,833.38,0,gold,31,0
71,east,16.0,1063.92,1,basic,21,0
67,east,14.0,1067.43,1,platinum,51,0
45,north,11.0,554.32,0,basic,33,0
62,east,11.0,485.21,1,basic,68,0
37,east,14.0,771.73,2,platinum,16,0
44,south,12.0,573.67,1,gold,32,0
49,north,14.0,1219.72,1,platinum,39,0
73,west,20.0,570.11,2,gold,66,0
67,west,13.0,711.57,1,gold,42,0
46,north,12.0,823.1,1,basic,5,0
55,north,12.0,302.87,1,basic,25,0
29,north,7.0,507.08,0,platinum,64,0
64,south,12.0,1616.24,2,gold,20,0
50,north,7.0,1041.92,1,silver,25,0
48,west,16.0,566.15,1,silver,11,0
62,south,4.0,,0,basic,52,0
54,west,12.0,1209.88,2,basic,11,0
