age,region,login_count_30d,total_spend,complaint_count,membership_level,tenure_months,churn
72,west,13.0,1607.28,0,basic,7,0
68,east,11.0,217.68,1,platinum,35,1
73,east,15.0,970.31,0,silver,47,0
64,east,15.0,415.38,0,gold,63,0
48,south,5.0,410.82,2,basic,68,1
53,west,18.0,778.2,2,basic,49,0
29,north,19.0,918.41,2,gold,46,0
38,north,11.0,296.1,0,gold,32,0
44,north,,194.91,1,basic,3,1
72,south,11.0,669.86,0,silver,5,0
64,east,17.0,636.67,1,gold,29,0
50,west,7.0,180.4,1,gold,2,1
52,north,16.0,1481.68,0,gold,46,0
43,east,18.0,522.71,1,platinum,8,0
42,south,8.0,787.83,1,gold,61,0
70,east,7.0,1620.74,0,silver,61,0
18,east,8.0,466.11,0,gold,13,1
36,west,9.0,1133.03,2,gold,20,0
41,east,10.0,504.34,3,silver,42,1
58,west,9.0,1070.94,0,basic,39,0
41,north,15.0,727.79,0,silver,49,0
36,south,14.0,501.38,0,silver,38,0
22,south,9.0,645.6,0,basic,35,0
33,west,11.0,886.53,1,gold,28,0
24,north,13.0,1236.7,0,gold,17,0
58,west,19.0,619.5,0,gold,41,0
42,south,11.0,1359.32,0,silver,51,0
31,west,12.0,298.6,0,platinum,60,0
49,south,14.0,1025.76,1,basic,38,0
46,east,15.0,863.47,1,platinum,46,0
45,south,11.0,482.46,0,basic,61,0
51,east,10.0,574.11,0,silver,48,0
54,north,10.0,,0,basic,40,1
28,south,13.0,489.94,1,basic,69,0
26,west,10.0,1425.95,1,basic,32,0
60,west,15.0,,1,silver,43,0
74,east,8.0,499.17,0,silver,24,0
49,south,12.0,868.66,1,silver,23,0
44,south,12.0,1037.14,1,gold,58,0
54,east,,655.55,1,basic,1,1
20,south,10.0,996.54,1,platinum,30,0
39,west,15.0,594.52,0,basic,20,0
38,east,13.0,,3,silver,54,0
42,east,8.0,986.37,1,platinum,41,0
61,south,11.0,439.08,0,basic,68,0
46,west,13.0,533.58,0,gold,64,0
67,south,15.0,846.74,0,platinum,15,0
45,west,11.0,629.34,1,gold,7,1
19,west,12.0,1075.63,0,platinum,32,0
57,south,12.0,1063.84,0,platinum,11,0
64,south,15.0,607.11,0,basic,57,0
51,north,15.0,444.27,0,gold,29,0
72,east,17.0,869.9,0,basic,1,0
42,west,15.0,1111.04,0,basic,22,0
64,east,10.0,119.13,1,basic,31,0
18,north,14.0,749.32,1,gold,26,0
20,north,9.0,1564.98,1,basic,72,0
64,north,11.0,761.83,0,silver,32,0
68,south,16.0,361.61,2,basic,23,0
48,west,12.0,655.78,2,silver,49,0
61,east,20.0,573.08,0,silver,36,0
36,south,7.0,379.08,1,gold,15,0
60,north,14.0,571.37,0,gold,16,0
46,west,13.0,391.95,1,basic,53,0
35,west,6.0,143.53,1,silver,17,1
23,east,17.0,930.01,0,gold,39,0
28,east,17.0,1129.94,0,gold,2,0
70,west,11.0,772.38,2,gold,5,1
43,north,13.0,583.69,0,platinum,59,0
75,west,9.0,694.39,0,silver,65,0
38,west,12.0,1417.9,0,gold,33,0
21,west,8.0,328.98,0,silver,28,1
32,west,10.0,471.64,1,silver,47,0
38,,11.0,436.74,0,basic,54,0
58,south,13.0,861.79,1,silver,28,0
60,east,11.0,762.59,1,basic,49,0
60,east,12.0,358.34,2,silver,34,1
36,west,13.0,1081.91,2,basic,20,1
40,north,8.0,166.25,2,basic,14,1
50,east,15.0,584.68,0,silver,50,0
53,west,14.0,941.81,2,silver,2,0
42,west,8.0,812.81,0,platinum,5,0
29,east,14.0,710.85,0,platinum,22,0
62,west,17.0,478.96,0,silver,16,1
48,,12.0,801.55,1,gold,32,0
73,south,9.0,267.37,2,gold,66,1
72,south,14.0,1141.41,4,gold,28,0
69,east,14.0,555.57,3,basic,8,1
73,,9.0,405.36,2,silver,59,0
54,east,13.0,589.35,0,gold,52,0
35,east,10.0,700.01,0,silver,6,0
27,north,13.0,591.39,0,silver,62,0
24,north,13.0,253.01,0,platinum,53,0
72,east,9.0,1015.08,1,basic,33,0
33,east,8.0,1081.56,1,basic,3,0
19,south,6.0,716.1,1,basic,4,1
20,south,11.0,1581.23,0,basic,30,0
35,east,14.0,808.72,1,basic,62,0
74,south,10.0,475.35,3,gold,62,0
34,west,16.0,718.54,1,gold,52,0
23,east,18.0,902.93,0,basic,57,0
56,south,15.0,530.89,0,gold,40,0
21,west,16.0,563.68,1,platinum,70,0
46,north,15.0,827.59,3,platinum,13,0
22,south,10.0,438.38,2,silver,17,1
23,south,8.0,1660.16,1,silver,54,0
38,east,14.0,288.18,0,silver,51,0
18,south,9.0,350.98,0,silver,56,0
67,west,8.0,660.62,0,basic,8,1
53,south,,1064.01,1,gold,17,0
72,east,10.0,1011.12,0,gold,1,0
46,south,15.0,878.9,0,silver,7,0
50,south,10.0,1658.91,1,silver,17,0
52,east,14.0,798.71,1,gold,57,0
45,north,13.0,1070.29,0,basic,45,0
50,west,9.0,686.42,2,basic,65,0
51,east,12.0,,2,silver,6,1
69,east,12.0,736.79,1,gold,37,0
35,east,16.0,805.89,0,platinum,22,0
71,east,13.0,1013.45,3,gold,11,0
28,south,12.0,602.15,1,silver,6,0
28,east,8.0,756.7,0,basic,47,0
32,east,14.0,803.46,0,basic,20,0
72,north,10.0,762.01,2,basic,35,0
32,west,8.0,525.23,0,platinum,30,0
63,north,13.0,601.12,1,platinum,37,0
51,west,11.0,1549.44,0,gold,23,0
55,north,8.0,767.02,2,platinum,30,1
22,east,13.0,510.25,2,platinum,36,0
56,south,15.0,430.13,0,gold,5,0
22,south,13.0,966.52,0,silver,70,0
49,south,12.0,573.64,0,platinum,28,0
63,north,8.0,568.28,0,silver,8,0
71,west,7.0,504.88,0,basic,23,1
75,south,12.0,401.91,1,silver,42,1
31,west,17.0,872.07,3,gold,56,0
62,west,13.0,530.97,0,silver,12,0
52,south,11.0,1143.63,0,gold,67,0
60,west,15.0,509.21,0,platinum,20,0
65,west,13.0,864.87,1,basic,27,0
45,south,10.0,1385.33,1,basic,24,0
25,south,10.0,441.4,0,silver,52,0
63,east,10.0,323.03,0,silver,48,0
53,east,16.0,325.84,0,silver,18,0
25,south,17.0,434.23,1,basic,61,0
41,south,14.0,794.06,0,platinum,10,0
26,north,11.0,814.43,0,platinum,37,0
62,north,11.0,386.45,0,silver,3,1
37,east,7.0,673.91,0,silver,32,0
21,east,7.0,488.22,1,silver,38,0
34,south,9.0,530.51,0,basic,53,0
53,west,17.0,389.6,1,silver,62,0
52,east,10.0,371.73,0,silver,44,0
67,west,6.0,1307.12,1,gold,22,0
38,east,10.0,1495.21,1,basic,40,0
54,south,17.0,982.47,1,gold,57,0
72,north,16.0,235.37,0,basic,40,0
36,south,9.0,728.62,1,silver,51,0
19,east,7.0,470.5,1,gold,7,1
56,west,16.0,1084.45,1,basic,45,0
52,north,6.0,537.02,3,basic,14,1
37,east,8.0,395.58,1,basic,44,1
50,west,15.0,442.55,0,silver,66,0
56,south,15.0,666.3,1,gold,18,0
65,,11.0,848.69,0,basic,59,1
25,west,18.0,449.33,1,silver,64,0
45,north,10.0,,1,platinum,5,1
34,north,9.0,636.86,0,gold,45,0
37,north,8.0,916.78,1,gold,46,0
19,south,13.0,436.3,2,basic,72,0
42,west,18.0,2145.68,0,silver,44,0
22,west,15.0,1074.53,0,basic,47,0
71,south,12.0,731.9,1,gold,48,1
50,west,16.0,1045.19,0,platinum,11,0
42,west,17.0,374.13,2,basic,13,0
31,east,13.0,743.38,0,gold,47,0
72,south,11.0,357.52,0,silver,1,1
47,west,10.0,337.2,1,basic,13,1
75,east,8.0,436.48,0,platinum,18,0
56,north,8.0,190.28,0,platinum,32,1
75,west,15.0,560.29,0,basic,59,0
69,north,8.0,1611.25,2,silver,32,0
61,south,10.0,739.4,2,silver,60,0
38,west,11.0,963.7,0,platinum,13,0
63,south,9.0,1388.07,0,silver,2,0
36,south,9.0,492.05,0,basic,61,0
67,east,18.0,1706.57,0,basic,34,0
36,east,8.0,811.94,1,platinum,10,0
22,south,3.0,436.48,1,platinum,53,0
24,south,10.0,1323.48,3,gold,55,0
44,south,13.0,751.85,1,silver,52,1
56,south,15.0,591.88,2,silver,38,0
34,west,10.0,426.83,0,basic,56,0
65,south,11.0,482.6,0,silver,52,0
32,south,11.0,476.28,3,gold,38,1
45,west,11.0,1201.67,0,basic,35,0
37,south,6.0,396.1,0,silver,56,0
50,east,7.0,491.91,1,basic,11,0
28,south,17.0,975.21,0,basic,28,0
73,west,11.0,1170.34,1,basic,45,0
71,west,10.0,703.4,2,gold,62,0
58,north,14.0,1907.61,1,silver,43,0
48,east,13.0,178.65,0,basic,20,1
61,north,17.0,565.17,0,gold,28,0
45,east,11.0,696.62,4,gold,5,1
69,east,11.0,837.33,0,basic,17,0
21,north,10.0,730.86,1,basic,22,0
30,west,19.0,516.4,1,gold,18,0
44,south,10.0,455.3,0,basic,14,0
55,east,9.0,793.95,1,basic,5,1
59,south,11.0,1069.34,0,basic,48,0
59,north,18.0,,0,basic,30,0
72,east,19.0,1557.7,1,silver,52,0
66,south,9.0,930.55,4,basic,65,1
71,south,9.0,519.53,3,silver,57,0
37,south,11.0,532.97,0,gold,45,0
58,east,12.0,849.92,1,basic,30,1
57,north,12.0,527.19,0,platinum,4,1
53,east,15.0,217.43,1,platinum,1,0
53,south,6.0,525.83,0,silver,39,0
48,west,5.0,315.84,0,silver,28,0
41,west,13.0,442.61,1,basic,72,0
25,west,20.0,567.78,1,gold,69,0
23,east,8.0,359.13,0,platinum,45,0
18,west,13.0,746.45,0,silver,67,0
38,west,10.0,1071.7,0,basic,21,0
39,east,13.0,870.76,1,basic,47,1
73,north,11.0,355.32,1,silver,10,1
32,north,7.0,370.8,0,basic,24,1
30,south,15.0,1685.5,1,basic,49,0
20,west,14.0,660.63,0,basic,15,0
24,east,13.0,411.5,1,platinum,9,0
56,west,15.0,412.48,0,gold,60,0
39,north,18.0,1216.26,1,gold,9,0
53,south,18.0,951.85,0,silver,26,0
23,north,10.0,710.97,0,gold,22,0
62,south,11.0,720.55,0,silver,49,0
33,north,10.0,582.43,1,silver,21,0
21,south,15.0,303.34,0,basic,40,0
71,east,16.0,812.17,0,silver,70,0
38,south,15.0,675.74,0,silver,37,0
36,west,16.0,813.97,0,silver,48,0
20,east,11.0,678.51,3,platinum,28,0
51,west,10.0,784.85,0,platinum,27,0
34,east,9.0,,1,silver,19,0
31,east,8.0,590.14,1,silver,68,0
57,north,12.0,330.92,1,silver,52,0
56,north,12.0,380.2,2,silver,61,0
26,north,20.0,317.6,1,silver,47,0
25,west,14.0,701.35,0,basic,71,0
32,north,11.0,532.69,0,basic,22,0
63,south,15.0,338.89,2,gold,54,0
33,south,9.0,579.88,1,silver,66,0
42,south,14.0,180.46,1,silver,8,1
25,east,11.0,447.9,1,silver,44,1
28,,10.0,1036.83,2,basic,40,1
56,,7.0,1266.74,0,gold,64,0
61,south,15.0,578.13,0,basic,29,0
68,west,14.0,309.11,1,silver,20,1
50,east,15.0,1126.82,0,basic,55,0
34,east,16.0,763.23,0,gold,52,0
43,west,8.0,1122.73,1,platinum,2,1
27,north,13.0,570.37,0,silver,28,0
31,south,11.0,694.54,0,basic,53,1
45,west,10.0,541.13,2,platinum,61,0
63,east,14.0,899.75,0,platinum,65,0
33,east,12.0,1228.44,0,gold,11,0
39,east,11.0,318.84,0,basic,66,0
20,south,8.0,237.7,1,basic,39,1
20,west,9.0,1075.89,0,gold,25,0
49,south,12.0,830.52,1,gold,45,0
73,east,12.0,550.38,0,basic,17,0
51,east,16.0,668.93,1,silver,63,0
19,south,,418.96,2,silver,58,0
51,south,8.0,283.67,0,silver,20,1
24,north,15.0,1118.65,0,silver,57,0
58,south,9.0,722.71,0,silver,24,0
45,south,10.0,1239.94,0,silver,34,0
39,north,14.0,251.55,2,silver,65,0
30,south,14.0,1274.59,2,basic,54,0
28,north,15.0,592.26,0,silver,62,0
37,north,13.0,496.75,0,gold,51,0
44,south,10.0,514.7,1,silver,22,0
50,south,7.0,585.02,0,gold,4,0
57,south,11.0,619.14,0,silver,61,1
73,south,9.0,475.26,0,silver,65,0
19,north,6.0,556.99,0,basic,32,1
72,south,8.0,343.15,0,silver,24,0
50,east,16.0,588.98,1,silver,7,0
22,north,20.0,701.92,1,gold,2,0
68,south,14.0,508.87,0,silver,61,0
67,north,9.0,691.38,0,silver,52,1
34,east,9.0,440.86,1,basic,69,0
27,east,13.0,369.25,0,basic,63,0
35,south,11.0,256.93,1,basic,18,0
65,west,13.0,631.46,1,basic,53,0
71,south,19.0,1452.35,1,basic,32,0
35,north,13.0,1166.23,0,silver,71,0
45,north,12.0,1503.78,1,basic,11,0
59,east,14.0,874.35,1,basic,54,0
28,east,,408.19,1,basic,30,0
59,south,11.0,815.49,2,silver,29,0
31,east,6.0,806.84,1,silver,68,1
67,east,7.0,429.43,1,gold,38,0
25,south,8.0,382.4,0,basic,33,0
74,east,12.0,241.63,1,basic,4,1
59,west,13.0,379.46,0,silver,16,1
33,south,16.0,381.99,0,platinum,60,0
64,south,14.0,723.54,1,basic,28,0
54,west,15.0,475.68,1,basic,30,0
45,south,11.0,631.83,0,silver,18,0
60,south,6.0,901.85,1,basic,31,1
57,south,12.0,771.33,1,silver,29,0
22,south,10.0,349.37,1,platinum,47,0
31,west,6.0,377.66,1,gold,7,1
56,east,18.0,388.12,1,basic,27,0
41,east,13.0,526.63,1,basic,48,0
36,north,9.0,752.2,1,silver,43,0
49,west,13.0,563.48,0,silver,10,1
27,north,10.0,1684.41,0,basic,63,0
74,west,13.0,729.5,1,gold,22,0
49,east,9.0,482.07,1,basic,22,0
18,west,14.0,466.17,1,basic,66,0
44,north,13.0,784.39,2,gold,44,0
61,north,14.0,291.14,0,basic,59,0
51,south,10.0,1281.57,0,silver,18,0
47,east,20.0,1017.59,0,silver,30,0
55,east,8.0,674.78,0,platinum,45,0
19,north,9.0,449.22,2,gold,40,1
46,north,8.0,1075.32,0,basic,67,0
41,west,18.0,591.88,0,basic,57,0
70,south,12.0,734.75,1,silver,29,0
51,south,9.0,960.86,0,silver,21,0
28,east,14.0,2411.89,0,gold,2,0
67,east,13.0,1590.97,1,silver,58,0
34,west,13.0,255.49,0,silver,17,0
75,west,12.0,254.06,0,gold,19,1
38,south,4.0,649.62,0,basic,39,1
67,south,7.0,701.05,3,basic,7,1
62,north,12.0,590.17,1,platinum,26,0
59,east,15.0,1245.42,0,gold,50,0
55,south,7.0,753.46,0,basic,39,0
19,east,11.0,451.41,0,gold,15,0
29,east,10.0,1824.19,2,basic,47,0
68,south,10.0,1393.84,2,basic,27,0
61,north,10.0,746.87,0,silver,11,0
44,west,12.0,581.16,1,basic,63,1
62,north,11.0,920.4,0,platinum,18,0
56,south,8.0,436.75,0,basic,9,1
62,east,19.0,878.66,1,silver,40,0
48,south,13.0,905.82,0,basic,57,0
22,east,10.0,460.59,0,basic,11,0
41,east,11.0,540.35,2,basic,47,1
30,south,14.0,558.77,1,basic,53,0
68,west,9.0,992.95,0,platinum,54,0
69,south,12.0,450.05,2,basic,38,0
29,north,,856.69,1,platinum,36,0
69,north,13.0,1047.68,0,basic,47,0
37,north,10.0,739.32,1,silver,6,1
29,east,7.0,394.6,1,basic,12,1
33,north,10.0,735.07,2,platinum,57,0
49,west,20.0,876.21,0,platinum,68,0
31,east,9.0,567.03,2,basic,15,1
33,east,13.0,978.48,0,platinum,71,0
58,north,13.0,1177.14,2,silver,16,0
42,east,20.0,1000.51,1,basic,48,0
58,east,6.0,390.62,1,silver,32,1
19,east,18.0,478.88,1,basic,27,0
23,north,8.0,145.88,2,basic,62,1
34,south,17.0,879.27,2,basic,52,0
38,west,15.0,817.65,2,basic,22,0
33,north,10.0,306.86,1,basic,24,0
40,north,10.0,1025.89,2,gold,52,0
71,south,14.0,770.48,2,basic,48,0
44,east,13.0,1031.44,0,gold,56,0
52,north,8.0,370.41,1,basic,31,0
63,north,12.0,421.3,0,basic,30,1
28,west,11.0,271.69,2,silver,47,0
26,south,11.0,479.71,2,platinum,16,0
42,east,12.0,562.28,3,basic,66,0
54,north,9.0,355.87,1,platinum,37,0
46,west,7.0,863.57,0,gold,19,0
24,east,12.0,501.67,1,silver,43,0
54,east,5.0,795.34,1,silver,39,0
71,south,15.0,230.84,0,basic,27,0
48,west,10.0,1281.57,0,basic,23,0
70,north,11.0,484.44,0,basic,38,0
42,south,8.0,377.86,1,basic,65,1
41,east,7.0,,0,silver,1,0
36,west,6.0,1427.56,0,gold,69,0
48,east,12.0,1467.31,0,basic,72,0
51,east,17.0,577.71,3,gold,24,1
24,south,10.0,633.94,1,basic,38,0
74,west,9.0,608.23,1,silver,53,0
26,,12.0,514.57,0,silver,30,0
50,south,17.0,,0,gold,18,0
36,north,6.0,258.31,0,silver,61,1
69,east,9.0,141.78,1,silver,37,0
55,south,7.0,899.13,0,basic,20,0
18,north,11.0,432.79,2,gold,48,0
19,west,16.0,369.79,0,silver,13,1
29,west,18.0,1239.56,1,silver,53,0
65,south,13.0,672.42,1,silver,28,0
68,east,15.0,623.38,0,platinum,68,0
49,west,19.0,468.2,1,basic,21,0
51,south,17.0,996.35,1,basic,37,0
55,south,10.0,1170.9,1,basic,53,0
46,north,10.0,566.92,3,basic,32,1
47,south,11.0,320.43,0,basic,28,0
39,west,15.0,591.99,1,basic,47,0
46,north,10.0,1847.69,0,silver,50,0
35,east,16.0,726.3,1,basic,32,0
61,east,15.0,1316.41,1,silver,50,0
57,west,10.0,773.45,1,gold,68,0
59,north,8.0,642.46,2,silver,33,1
39,south,9.0,503.13,2,gold,59,0
40,south,17.0,1115.77,1,silver,22,0
43,south,16.0,817.19,0,silver,34,0
52,north,6.0,945.07,1,basic,58,0
63,west,10.0,746.76,0,gold,43,1
18,north,11.0,385.36,1,silver,11,1
72,west,10.0,147.53,0,gold,13,1
68,north,14.0,807.3,2,basic,1,1
75,south,15.0,371.96,1,basic,44,0
34,east,14.0,571.06,2,platinum,1,1
46,east,12.0,593.18,1,platinum,67,0
49,west,13.0,1886.26,0,silver,70,0
26,east,10.0,603.9,0,platinum,56,0
38,east,9.0,981.46,0,silver,9,0
19,south,11.0,843.67,0,platinum,42,0
24,north,10.0,759.75,1,gold,64,0
46,south,10.0,801.55,1,platinum,68,0
36,west,19.0,1175.31,0,silver,22,0
22,east,8.0,872.31,0,platinum,46,0
66,west,10.0,648.33,2,basic,24,0
24,north,8.0,1088.26,0,gold,58,0
31,east,10.0,1692.64,2,silver,39,0
31,north,19.0,1129.57,1,gold,67,0
47,north,11.0,1089.6,0,gold,37,0
75,south,11.0,475.73,2,basic,16,1
19,north,10.0,594.43,1,gold,36,1
27,west,11.0,515.15,0,silver,55,0
37,south,13.0,714.42,1,basic,4,0
24,east,11.0,754.73,2,platinum,44,0
18,south,4.0,981.18,1,platinum,44,0
71,north,14.0,954.0,0,basic,65,0
30,south,13.0,655.66,0,basic,31,0
54,west,19.0,930.62,0,basic,64,0
69,west,10.0,609.8,0,gold,51,0
60,north,10.0,161.78,1,silver,65,0
20,north,14.0,908.42,0,silver,29,0
38,south,14.0,966.26,1,basic,1,0
20,east,6.0,312.44,0,basic,2,1
72,,10.0,750.07,2,platinum,12,1
44,south,15.0,456.0,0,silver,57,0
74,south,6.0,651.35,0,gold,55,0
41,south,12.0,628.23,0,silver,67,0
50,west,17.0,340.69,0,platinum,7,1
21,east,13.0,1110.03,0,basic,63,0
75,south,9.0,1401.63,2,basic,60,0
67,north,14.0,1095.54,0,gold,62,0
47,west,11.0,350.08,0,basic,2,0
31,west,9.0,1762.96,1,basic,61,0
43,north,10.0,768.44,0,silver,35,0
43,east,10.0,326.04,0,silver,63,0
63,west,14.0,564.11,1,basic,59,0
35,south,16.0,633.92,0,gold,63,0
55,east,11.0,409.92,1,gold,64,0
64,east,10.0,715.29,1,basic,17,0
29,south,10.0,1382.6,0,gold,29,0
63,south,9.0,710.11,1,gold,66,0
47,north,9.0,966.96,2,gold,71,0
29,east,8.0,732.74,0,gold,34,0
18,west,20.0,275.17,0,basic,44,0
69,west,11.0,774.02,0,platinum,32,0
68,south,13.0,548.34,0,platinum,68,0
21,west,17.0,1260.18,0,silver,32,0
49,south,9.0,538.74,0,silver,27,0
23,west,13.0,1381.75,2,gold,23,0
20,east,14.0,637.87,1,gold,29,0
21,north,14.0,1267.29,0,gold,64,0
72,north,14.0,413.16,2,basic,22,0
47,south,12.0,428.68,1,basic,69,0
75,north,8.0,840.32,2,platinum,50,0
62,west,10.0,803.07,1,basic,36,0
60,north,5.0,629.53,0,basic,7,1
24,west,18.0,,2,silver,51,0
43,east,18.0,239.43,0,silver,31,0
50,north,16.0,379.02,1,gold,26,0
52,east,16.0,693.78,0,basic,61,0
26,north,12.0,593.47,0,gold,25,0
18,north,9.0,703.93,0,gold,21,0
53,north,10.0,267.05,0,basic,38,0
24,west,9.0,316.91,0,silver,30,1
72,east,11.0,375.86,0,platinum,39,0
37,east,8.0,1060.5,0,silver,30,0
71,north,9.0,344.34,1,basic,6,1
41,north,14.0,1045.74,0,silver,9,0
42,south,12.0,617.19,3,gold,57,0
61,east,11.0,1213.79,0,basic,18,0
70,east,15.0,779.98,1,silver,11,0
27,north,13.0,679.84,1,gold,71,0
43,south,16.0,459.47,2,gold,8,0
24,west,17.0,704.81,0,basic,27,0
58,east,8.0,393.5,0,basic,42,1
58,east,10.0,527.82,1,silver,13,1
26,east,19.0,648.52,0,silver,60,0
69,north,16.0,625.14,0,basic,13,0
74,east,11.0,1158.82,0,silver,57,0
69,west,14.0,558.3,2,basic,46,0
64,north,12.0,1109.5,0,basic,22,0
61,west,9.0,742.47,0,basic,31,0
34,north,15.0,718.98,0,silver,18,0
75,east,11.0,350.16,0,basic,3,1
35,south,11.0,659.07,0,gold,1,0
48,east,10.0,794.83,0,basic,49,1
58,west,11.0,731.38,0,basic,52,0
62,,6.0,785.86,1,platinum,46,0
36,south,9.0,514.18,0,gold,67,0
42,east,11.0,639.7,1,silver,67,0
45,north,18.0,1107.41,1,silver,51,0
38,south,13.0,848.09,0,basic,24,0
36,north,13.0,935.49,0,silver,1,0
70,west,12.0,686.42,1,gold,50,0
32,west,10.0,970.55,0,silver,41,0
42,east,10.0,903.61,2,silver,4,1
26,south,10.0,991.54,0,gold,30,0
61,south,11.0,2036.17,1,basic,40,0
64,east,12.0,609.8,1,silver,25,0
46,north,10.0,914.49,0,silver,61,0
21,east,12.0,861.75,1,basic,15,1
24,east,10.0,881.83,0,basic,10,0
32,south,15.0,531.5,0,platinum,29,0
25,south,12.0,859.35,0,basic,70,0
31,north,10.0,1161.86,1,silver,2,0
47,west,9.0,1064.04,0,gold,37,0
51,north,12.0,479.93,1,gold,18,0
59,north,6.0,1191.34,1,gold,10,0
72,north,13.0,943.3,2,basic,41,1
61,east,11.0,346.07,1,silver,40,1
45,west,12.0,218.78,0,gold,32,0
37,south,13.0,650.11,0,silver,17,1
68,east,13.0,1294.98,0,silver,24,0
18,west,9.0,323.94,1,gold,50,0
60,west,7.0,845.3,1,basic,51,0
48,south,12.0,845.39,1,silver,18,0
46,south,11.0,396.97,0,gold,42,0
28,west,15.0,535.45,1,silver,70,0
34,north,9.0,1156.64,0,gold,4,0
36,south,8.0,1289.68,0,silver,56,0
20,south,14.0,795.17,1,silver,55,0
50,east,9.0,554.82,1,silver,62,0
51,east,11.0,826.12,0,platinum,24,0
40,east,18.0,333.8,1,basic,41,0
70,west,9.0,421.28,0,silver,28,0
44,west,13.0,685.98,1,gold,66,0
22,north,8.0,1495.25,0,gold,6,0
20,south,10.0,605.12,1,gold,10,0
39,south,9.0,1317.9,1,basic,12,0
28,east,10.0,281.45,0,gold,17,0
67,east,9.0,852.23,0,basic,6,1
66,east,6.0,1079.52,4,gold,20,1
73,south,16.0,229.81,0,silver,31,1
47,east,14.0,380.25,0,gold,50,0
46,south,16.0,781.42,0,basic,42,0
69,south,7.0,627.92,0,silver,17,1
54,west,8.0,464.62,0,gold,42,0
67,south,9.0,334.23,0,basic,29,1
29,north,15.0,930.22,1,gold,68,0
29,,14.0,483.76,0,basic,46,0
21,south,15.0,116.8,0,platinum,28,0
41,north,11.0,550.24,1,gold,7,0
63,east,13.0,1037.69,2,gold,40,0
48,east,15.0,685.21,2,basic,23,0
49,north,14.0,605.4,0,basic,61,0
23,north,17.0,386.14,2,gold,43,0
25,north,13.0,679.49,0,basic,49,0
22,north,4.0,344.78,0,platinum,50,0
39,,6.0,973.9,2,platinum,48,0
66,east,13.0,644.39,1,basic,10,0
60,west,13.0,370.51,0,gold,20,1
65,north,7.0,994.51,0,platinum,50,0
35,south,8.0,738.95,0,basic,19,0
40,east,13.0,683.74,1,basic,35,0
73,,12.0,1554.82,0,silver,20,0
58,west,13.0,512.82,1,gold,57,0
57,east,12.0,740.23,1,gold,11,0
48,south,11.0,665.58,1,silver,46,0
24,north,15.0,823.65,1,basic,37,0
61,south,16.0,583.36,0,platinum,53,0
39,east,13.0,632.42,2,basic,68,0
36,north,8.0,531.05,1,silver,5,1
59,east,12.0,475.87,0,silver,68,0
45,north,8.0,1171.71,0,gold,47,0
