age,region,login_count_30d,total_spend,complaint_count,membership_level,tenure_months,churn
28,north,18.0,532.93,0,silver,47,0
44,south,13.0,621.41,2,gold,36,0
67,north,5.0,691.77,0,basic,31,1
19,south,7.0,790.98,2,basic,2,0
61,south,13.0,,0,silver,14,0
46,east,18.0,831.47,1,basic,65,0
59,east,14.0,673.97,2,silver,25,0
56,south,14.0,293.41,0,basic,51,1
43,south,10.0,218.99,0,silver,51,0
35,east,14.0,1128.67,0,silver,23,0
54,south,19.0,,0,gold,15,0
